"x","y","L1","L2","L3"
375144.3722,606009.779100001,1,1,1
375292.7047,606046.125,1,1,1
375398.3312,606065.9659,1,1,1
375533.803,606080.7004,1,1,1
375721.678,606104.248500001,1,1,1
375759.3484,606116.777000001,1,1,1
375786.3999,606127.329700001,1,1,1
375835.7098,606149.354800001,1,1,1
376070.4992,606192.300000001,1,1,1
376068.2,606344.095799999,1,1,1
376119.8353,606392.9624,1,1,1
376147.1932,606438.2587,1,1,1
376148.9257,606440.7107,1,1,1
376161.8662,606456.921,1,1,1
376169.3967,606465.1209,1,1,1
376220.9082,606533.1785,1,1,1
376329.2648,606711.0077,1,1,1
376360.6365,606746.2413,1,1,1
376403.0428,606795.497400001,1,1,1
376431.5635,606819.670700001,1,1,1
376461.7023,606846.8007,1,1,1
376464.4466,606847.7557,1,1,1
376524.7506,606865.105599999,1,1,1
376601.564,606888.300000001,1,1,1
376638.3369,606910.854900001,1,1,1
376655.1807,606925.080600001,1,1,1
376676.1757,606947.296499999,1,1,1
376815.4204,607060.891899999,1,1,1
376835.4478,607073.892899999,1,1,1
376897.9091,607106.000700001,1,1,1
376935.7211,607140.4482,1,1,1
377065.9298,607269.219,1,1,1
377163.4857,607289.838,1,1,1
377214.3026,607306.3966,1,1,1
377312.5819,607354.191299999,1,1,1
377362.9393,607379.377699999,1,1,1
377395.3147,607404.315400001,1,1,1
377510.2378,607547.704299999,1,1,1
377537.3408,607576.6261,1,1,1
377541.4033,607583.9331,1,1,1
377568.7657,607634.7881,1,1,1
377596.9754,607660.3111,1,1,1
377618.6454,607669.3544,1,1,1
377669.8469,607687.2294,1,1,1
377721.2386,607705.3893,1,1,1
377768.0032,607722.4508,1,1,1
377787.2612,607729.333000001,1,1,1
377858.9742,607757.973099999,1,1,1
377880.0379,607777.657299999,1,1,1
377907.5984,607797.3992,1,1,1
377937.6585,607795.1217,1,1,1
377944.3525,607813.476600001,1,1,1
377954.5059,607824.4641,1,1,1
377990.5858,607846.535599999,1,1,1
378021.1909,607865.697799999,1,1,1
378043.3,607879.3058,1,1,1
378085.1019,607896.7051,1,1,1
378132.9729,607896.7543,1,1,1
378232.3532,607896.758400001,1,1,1
378272.4242,607916.852499999,1,1,1
378308.8986,607937.256100001,1,1,1
378337.1865,607950.252900001,1,1,1
378383.6001,607953.2049,1,1,1
378383.7007,607967.1,1,1,1
378420.2242,607973.5545,1,1,1
378427.8025,607991.6009,1,1,1
378477.1007,608001.3007,1,1,1
378490.8988,608015.2107,1,1,1
378513.5136,608050.9278,1,1,1
378517.6459,608055.128799999,1,1,1
378540.8021,608062.7031,1,1,1
378553.2943,608085.829399999,1,1,1
378556.0511,608102.072699999,1,1,1
378562.5635,608128.4165,1,1,1
378576.651,608143.518100001,1,1,1
378606.8482,608162.7928,1,1,1
378610.1124,608168.105699999,1,1,1
378617.3095,608179.9746,1,1,1
378685.6077,608182.520199999,1,1,1
378688.7008,608180.6001,1,1,1
378706.3876,608190.2456,1,1,1
378703.0135,608195.5825,1,1,1
378681.6091,608215.2443,1,1,1
378670.7324,608228.747199999,1,1,1
378648.4361,608249.8443,1,1,1
378645.3002,608267.1007,1,1,1
378648.3999,608279.800100001,1,1,1
378646.9138,608282.462300001,1,1,1
378636.998,608304.6467,1,1,1
378634.0279,608330.494000001,1,1,1
378622.1119,608348.204600001,1,1,1
378613.8011,608366.997300001,1,1,1
378609.5268,608369.0019,1,1,1
378596.2929,608379.177999999,1,1,1
378592.5982,608383.2007,1,1,1
378587.0202,608385.4759,1,1,1
378565.0387,608396.982999999,1,1,1
378525.0628,608416.122300001,1,1,1
378481.6488,608447.669299999,1,1,1
378464.799,608467.3244,1,1,1
378414.6899,608511.270099999,1,1,1
378402.4265,608520.847200001,1,1,1
378382.7356,608537.4443,1,1,1
378355.8769,608562.476500001,1,1,1
378312.4362,608622.226500001,1,1,1
378299.4539,608655.9384,1,1,1
378275.9273,608702.481799999,1,1,1
378197.9204,608793.153000001,1,1,1
378164.7971,608846.1691,1,1,1
378203.8035,608873.0112,1,1,1
378265.4121,608919.8926,1,1,1
378317.9884,608955.321799999,1,1,1
378357.7712,608982.108100001,1,1,1
378408.9493,609026.253799999,1,1,1
378448.3951,609056.168299999,1,1,1
378513.228,609097.1799,1,1,1
378640.2602,609181.2345,1,1,1
378673.8657,609206.4221,1,1,1
378748.7076,609282.3938,1,1,1
378754.3026,609304.7097,1,1,1
378776.9988,609375.9976,1,1,1
378781.8455,609380.8884,1,1,1
378797.9272,609396.782400001,1,1,1
378803.1985,609401.3236,1,1,1
378845.5027,609432.8791,1,1,1
378879.8065,609457.6789,1,1,1
379035.5614,609605.1593,1,1,1
379064.4947,609624.0613,1,1,1
379110.6979,609643.443399999,1,1,1
379155.8752,609665.6426,1,1,1
379187.7998,609745.799900001,1,1,1
379140.3011,609750.051899999,1,1,1
379114.7948,609765.9746,1,1,1
379079.2054,609792.538000001,1,1,1
379011.6194,609839.4431,1,1,1
378979.1033,609868.5111,1,1,1
378922.5045,609918.2481,1,1,1
378889.6337,609960.6218,1,1,1
378887.7117,609974.5716,1,1,1
378886.4299,609999.380999999,1,1,1
378883.4779,610129.8056,1,1,1
378877.1662,610236.903100001,1,1,1
378840.6968,610259.8139,1,1,1
378824.1226,610276.939300001,1,1,1
378821.8012,610346.653899999,1,1,1
378835.6374,610461.4944,1,1,1
378871.5336,610564.728499999,1,1,1
378876.2452,610668.727600001,1,1,1
378880.058,610705.855699999,1,1,1
378880.0769,610752.396400001,1,1,1
378875.9195,610789.1258,1,1,1
378874.9984,610795.6588,1,1,1
378868.9932,610827.924000001,1,1,1
378840.8868,610956.573999999,1,1,1
378844.3639,610993.92,1,1,1
378843.7465,611010.98,1,1,1
378802.4166,611059.652899999,1,1,1
378667.2497,611215.929,1,1,1
378509.3704,611353.779200001,1,1,1
378453.527,611416.394400001,1,1,1
378415.8706,611466.3454,1,1,1
378324.684,611594.7338,1,1,1
378304.2104,611638.090500001,1,1,1
378265.9954,611729.4486,1,1,1
378252.0029,611761.603,1,1,1
378262.8198,611773.146500001,1,1,1
378282.8828,611794.5107,1,1,1
378374.1856,611881.750600001,1,1,1
378393.4056,611881.8804,1,1,1
378432.0691,611879.6873,1,1,1
378474.0281,611911.553099999,1,1,1
378516.2442,611949.265799999,1,1,1
378535.5637,611964.6787,1,1,1
378645.3495,611968.546,1,1,1
378716.7745,611970.6811,1,1,1
378737.0513,611988.978800001,1,1,1
378783.0467,612035.2213,1,1,1
378835.2386,612055.307700001,1,1,1
378955.8198,612078.5836,1,1,1
378962.2903,612084.4123,1,1,1
379001.7922,612201.092499999,1,1,1
378978.5558,612398.0207,1,1,1
378846.9006,612748.600299999,1,1,1
378999.4925,612860.488600001,1,1,1
379161.7768,612901.8849,1,1,1
379171.118,612883.1428,1,1,1
379207.9955,612837.5097,1,1,1
379264.5705,612777.9297,1,1,1
379300.7115,612750.5518,1,1,1
379338.2264,612730.704299999,1,1,1
379373.8088,612718.7776,1,1,1
379516.0043,612702.8728,1,1,1
379576.2178,612686.758300001,1,1,1
379708.3916,612686.396,1,1,1
379738.978,612704.2292,1,1,1
379896.2217,612662.1971,1,1,1
379978.1039,612648.657299999,1,1,1
380124.3095,612635.5606,1,1,1
380187.1888,612616.079700001,1,1,1
380234.3022,612596.667300001,1,1,1
380262.9978,612584.101,1,1,1
380304.0473,612891.310699999,1,1,1
380309.4005,612925.1001,1,1,1
380329.8374,612929.253,1,1,1
380432.9553,612950.2729,1,1,1
380484.6833,612977.4077,1,1,1
380612.8305,613051.9166,1,1,1
380665.3366,613072.209899999,1,1,1
380691.3807,613086.793500001,1,1,1
380699.9026,613093.602399999,1,1,1
380746.5039,613145.5342,1,1,1
380845.5344,613248.0924,1,1,1
380869.3644,613261.6132,1,1,1
380950.6119,613311.058,1,1,1
380967.2277,613326.9416,1,1,1
380987.0998,613342.2862,1,1,1
380992.5019,613345.5996,1,1,1
381098.7737,613363.4219,1,1,1
381157.6916,613393.806399999,1,1,1
381327.8567,613454.0282,1,1,1
381346.1436,613463.4813,1,1,1
381348.1999,613466.218699999,1,1,1
381367.0106,613488.943,1,1,1
381380.637,613506.9933,1,1,1
381386.7964,613519.3237,1,1,1
381393.3844,613542.298599999,1,1,1
381395.9257,613557.2542,1,1,1
381402.7882,613605.451199999,1,1,1
381430.7142,613734.4383,1,1,1
381461.0036,613804.5381,1,1,1
381468.7017,613820.6801,1,1,1
381456.1001,614100.9,1,1,1
381496.5498,614116.7892,1,1,1
381738.4698,614209.373199999,1,1,1
382107.9031,614354.9016,1,1,1
382147.3362,614383.149,1,1,1
382187.0769,614450.316199999,1,1,1
382260.4314,614586.669,1,1,1
382275.626,614604.261,1,1,1
382334.169,614654.293099999,1,1,1
382348.6419,614667.9099,1,1,1
382441.1925,614726.364800001,1,1,1
382478.7135,614744.063200001,1,1,1
382761.4228,614709.975500001,1,1,1
382863.4836,614941.2008,1,1,1
382885.3309,614989.0272,1,1,1
382940.2371,615072.335100001,1,1,1
383011.0285,615123.9212,1,1,1
383026.9677,615128.7793,1,1,1
383093.9073,615149.2129,1,1,1
383138.5492,615149.2951,1,1,1
383274.8336,615065.240800001,1,1,1
383322.5043,615037.4169,1,1,1
383336.8359,615029.852700001,1,1,1
383416.1434,615003.0118,1,1,1
383501.676,615032.308700001,1,1,1
383515.7126,615098.3704,1,1,1
383552.1723,615146.3072,1,1,1
383555.1532,615178.389900001,1,1,1
383561.1315,615224.900900001,1,1,1
383562.527,615230.805299999,1,1,1
383571.6766,615265.6625,1,1,1
383574.1389,615307.035,1,1,1
383575.2222,615365.3541,1,1,1
383604.3272,615470.652799999,1,1,1
383607.3013,615479.999399999,1,1,1
383646.7305,615458.076300001,1,1,1
383660.4445,615445.214500001,1,1,1
383681.0478,615426.351500001,1,1,1
383709.4112,615408.604900001,1,1,1
383916.7989,615393.0502,1,1,1
384004.2269,615374.768300001,1,1,1
384163.5464,615375.338099999,1,1,1
384786.642,615374.2885,1,1,1
384849.1222,615357.0879,1,1,1
384903.3057,615333.6196,1,1,1
384918.3693,615326.5502,1,1,1
384976.5745,615306.2336,1,1,1
385056.7154,615279.808,1,1,1
385076.3644,615272.705,1,1,1
385132.6236,615246.343800001,1,1,1
385167.8331,615197.889599999,1,1,1
385192.2652,615162.4355,1,1,1
385216.897,615135.797,1,1,1
385244.4352,615116.7667,1,1,1
385298.5324,615065.460100001,1,1,1
385315.0258,615053.4178,1,1,1
385477.7435,615012.697899999,1,1,1
385539.0331,615192.396299999,1,1,1
385586.0667,615200.199999999,1,1,1
385693.6866,615198.418099999,1,1,1
385847.7426,615250.0635,1,1,1
385904.2031,615269.3762,1,1,1
385921.5024,615276.0824,1,1,1
385967.7871,615311.6447,1,1,1
385981.9035,615393.902799999,1,1,1
386092.2004,615484.4343,1,1,1
386116.1262,615500.3423,1,1,1
386158.4891,615519.930500001,1,1,1
386164.7154,615522.7663,1,1,1
386375.7538,615625.792099999,1,1,1
386437.9944,615661.0261,1,1,1
386581.1554,615728.9846,1,1,1
386608.1038,615742.043,1,1,1
386850.1514,615864.1963,1,1,1
387093.9808,615990.419500001,1,1,1
387096.0007,615993.901900001,1,1,1
387107.5558,616021.461200001,1,1,1
387129.933,616036.0546,1,1,1
387163.3149,616056.6072,1,1,1
387211.548,616105.895199999,1,1,1
387250.0158,616172.7161,1,1,1
387291.0992,616253.416300001,1,1,1
387311.3193,616292.3095,1,1,1
387326.3971,616319.580800001,1,1,1
387350.8015,616342.1467,1,1,1
387357.3921,616346.6954,1,1,1
387387.165,616367.2995,1,1,1
387457.3653,616422.5716,1,1,1
387571.4754,616515.867699999,1,1,1
387595.6284,616544.214299999,1,1,1
387686.382,616655.795700001,1,1,1
387719.3322,616700.0721,1,1,1
387766.4307,616756.383199999,1,1,1
387775.2709,616768.4977,1,1,1
387798.8745,616811.476600001,1,1,1
387814.3272,616843.889900001,1,1,1
387851.5851,616981.8552,1,1,1
387866.0566,617033.6634,1,1,1
387869.1497,617114.9312,1,1,1
387867.999,617189.1249,1,1,1
387859.2121,617312.9965,1,1,1
387866.3392,617367.729599999,1,1,1
387898.153,617435.6359,1,1,1
387909.6464,617505.797,1,1,1
387940.244,617652.556,1,1,1
388108.4733,617911.1976,1,1,1
388141.6887,617979.3016,1,1,1
388153.5127,618005.5754,1,1,1
388178.0085,618064.1021,1,1,1
388166.041,618147.395400001,1,1,1
388136.2349,618332.132300001,1,1,1
388100.0066,618591.477,1,1,1
388103.1349,618599.642200001,1,1,1
388144.0271,618641.790100001,1,1,1
388195.4869,618700.602399999,1,1,1
388223.1498,618728.2766,1,1,1
388314.9457,618816.8181,1,1,1
388374.2728,618866.880899999,1,1,1
388425.5198,618919.3959,1,1,1
388465.8191,618940.2465,1,1,1
388527.3691,618959.7798,1,1,1
388551.7617,618968.7808,1,1,1
388563.5061,618974.9517,1,1,1
388639.3456,619009.210000001,1,1,1
388720.1057,619036.907500001,1,1,1
388846.6091,619075.2776,1,1,1
388936.0368,619100.5941,1,1,1
389053.8396,619147.4997,1,1,1
389096.3294,619163.239399999,1,1,1
389156.5881,619183.5408,1,1,1
389205.9979,619198.275900001,1,1,1
389267.0393,619216.1174,1,1,1
389318.2494,619233.432,1,1,1
389384.4589,619253.1346,1,1,1
389452.8983,619272.8078,1,1,1
389492.629,619284.6834,1,1,1
389633.9997,619406.599400001,1,1,1
389591.0369,619441.7038,1,1,1
389541.2026,619462.945599999,1,1,1
389460.4037,619480.6138,1,1,1
389432.9483,619498.818,1,1,1
389333.5923,619604.4143,1,1,1
389274.1553,619667.0713,1,1,1
389239.9147,619705.419399999,1,1,1
389155.5776,619799.3895,1,1,1
389122.292,619834.312899999,1,1,1
389072.2881,619846.598300001,1,1,1
388907.3013,619864.7117,1,1,1
388840.6434,619878.924799999,1,1,1
388835.3743,619880.4111,1,1,1
388543.2884,619951.395199999,1,1,1
388420.2499,619967.609999999,1,1,1
388321.7982,619985.0152,1,1,1
388249.1279,620003.9596,1,1,1
388162.4387,620022.7563,1,1,1
388068.5938,620045.1556,1,1,1
387791.8128,620159.6841,1,1,1
387755.5371,620177.798699999,1,1,1
387663.938,620179.762399999,1,1,1
387535.4665,620161.168099999,1,1,1
387395.2978,620150.902799999,1,1,1
387378.4947,620171.309,1,1,1
387351.9526,620215.012700001,1,1,1
387279.7519,620436.4103,1,1,1
387258.6118,620508.487500001,1,1,1
387238.7093,620560.4726,1,1,1
387228.6171,620579.466399999,1,1,1
387200.8732,620624.4683,1,1,1
387139.3327,620692.5503,1,1,1
387136.159,620696.2961,1,1,1
387060.1347,620949.2788,1,1,1
387063.0254,620968.744999999,1,1,1
387072.1975,621015.1406,1,1,1
387078.3257,621034.9866,1,1,1
387101.5257,621084.778000001,1,1,1
387139.2347,621158.2127,1,1,1
387161.2495,621207.464299999,1,1,1
387221.7633,621359.7843,1,1,1
387246.1121,621422.456599999,1,1,1
387302.3121,621735.4417,1,1,1
387299.864,621745.121099999,1,1,1
387279.652,621789.4361,1,1,1
387240.2846,621839.199999999,1,1,1
387228.0975,621853.9146,1,1,1
387179.8581,621911.815,1,1,1
387161.6209,621935.783399999,1,1,1
387131.8022,621978.375600001,1,1,1
387105.8883,622043.4125,1,1,1
387092.0117,622081.867799999,1,1,1
387078.2598,622123.740800001,1,1,1
386909.8718,622378.746200001,1,1,1
386911.0541,622452.3136,1,1,1
386909.3995,622457.301000001,1,1,1
386836.8922,622590.4833,1,1,1
386748.6806,622783.4871,1,1,1
386596.7572,622991.941199999,1,1,1
386563.2795,623027.363,1,1,1
386488.1161,623127.122,1,1,1
386473.1627,623147.7841,1,1,1
386413.2363,623226.181299999,1,1,1
386350.1344,623344.662,1,1,1
386287.7136,623475.039899999,1,1,1
386248.966,623553.0788,1,1,1
386187.1094,623625.5458,1,1,1
386171.3618,623636.1153,1,1,1
386104.9156,623651.891100001,1,1,1
385972.0246,623674.590600001,1,1,1
385922.8662,623689.5091,1,1,1
385746.9902,623774.137800001,1,1,1
385670.2616,623918.7457,1,1,1
385644.6755,624078.0613,1,1,1
385682.2701,624297.2907,1,1,1
385682.7753,624310.1796,1,1,1
385696.7868,624399.170600001,1,1,1
385715.3675,624460.0868,1,1,1
385723.7581,624493.457,1,1,1
385723.0591,624544.3322,1,1,1
385718.9431,624576.9692,1,1,1
385722.3871,624601.934,1,1,1
385727.6655,624628.6062,1,1,1
385779.4543,624957.508300001,1,1,1
385781.2895,625034.813999999,1,1,1
385782.6476,625052.765900001,1,1,1
385789.0373,625107.0296,1,1,1
385792.5082,625120.229900001,1,1,1
385804.4417,625157.6493,1,1,1
385839.8606,625233.6536,1,1,1
385874.7017,625283.8903,1,1,1
385901.1335,625398.5375,1,1,1
385921.4382,625434.282400001,1,1,1
385927.7002,625447.182399999,1,1,1
385922.1842,625510.8312,1,1,1
385882.2363,625616.2727,1,1,1
385845.5937,625734.0736,1,1,1
385833.7309,625774.4001,1,1,1
385736.4212,626081.336999999,1,1,1
385730.8995,626098.200200001,1,1,1
385705.3822,626107.9869,1,1,1
385399.4795,626224.934800001,1,1,1
385376.8999,626233.5009,1,1,1
385371.1093,626301.018100001,1,1,1
385365.1101,626376.516799999,1,1,1
385351.4367,626539.1569,1,1,1
385350.9998,626543.708699999,1,1,1
385348.5018,626618.9003,1,1,1
385365.5827,626621.795299999,1,1,1
385364.2276,626683.0606,1,1,1
385363.6768,626727.9593,1,1,1
385359.2032,626883.8199,1,1,1
385349.7733,627305.9122,1,1,1
385346.3206,627387.664899999,1,1,1
385364.3261,627540.066299999,1,1,1
385376.1812,627553.1483,1,1,1
385385.8551,627562.8478,1,1,1
385398.5937,627600.869000001,1,1,1
385392.9011,627636.1327,1,1,1
385388.0361,627663.4037,1,1,1
385387.5613,627746.0887,1,1,1
385409.8902,627767.943700001,1,1,1
385421.3354,627779.4725,1,1,1
385425.6487,627785.113399999,1,1,1
385437.4875,627826.645500001,1,1,1
385441.8639,627851.4955,1,1,1
385435.8997,627946.3006,1,1,1
385419.4948,627975.863600001,1,1,1
385324.3949,628131.1131,1,1,1
385285.3452,628243.073100001,1,1,1
385263.7653,628307.4321,1,1,1
385260.5012,628317.4964,1,1,1
385206.1859,628382.2553,1,1,1
385150.757,628456.344799999,1,1,1
385074.9172,628573.7969,1,1,1
385064.0294,628591.472999999,1,1,1
385003.1996,628678.9001,1,1,1
384990.6602,628687.8213,1,1,1
384930.0572,629000.472200001,1,1,1
384940.3442,629101.7599,1,1,1
384939.3982,629130.202500001,1,1,1
384863.2541,629176.9976,1,1,1
384838.0919,629189.765699999,1,1,1
384674.6406,629260.793299999,1,1,1
384523.0473,629244.2502,1,1,1
384519.7999,629244.199999999,1,1,1
384412.1424,629341.379000001,1,1,1
384367.7341,629412.687999999,1,1,1
384350.6258,629436.899599999,1,1,1
384345.4989,629443.5021,1,1,1
384255.9005,629603.4992,1,1,1
384258.0733,629608.8279,1,1,1
384242.0596,629632.714400001,1,1,1
384208.5806,629670.9541,1,1,1
384141.652,629767.345000001,1,1,1
384129.7331,629780.556399999,1,1,1
384086.8874,629802.703500001,1,1,1
384004.9014,629826.398499999,1,1,1
383983.802,629834.909700001,1,1,1
383930.0631,629862.8747,1,1,1
383926.0959,629865.119999999,1,1,1
383859.2974,629905.3884,1,1,1
383856.3175,629907.2754,1,1,1
383808.1241,629943.672700001,1,1,1
383708.8004,630032.3024,1,1,1
383712.58,630060.0337,1,1,1
383725.7766,630123.0332,1,1,1
383715.3375,630181.328400001,1,1,1
383710.3297,630186.6029,1,1,1
383687.894,630205.8409,1,1,1
383674.577,630218.7871,1,1,1
383646.5999,630247.700099999,1,1,1
383630.501,630263.2991,1,1,1
383602.7634,630275.5151,1,1,1
383570.5835,630293.688999999,1,1,1
383516.8789,630322.416099999,1,1,1
383453.6375,630359.3687,1,1,1
383418.1714,630386.978599999,1,1,1
383388.1527,630418.491800001,1,1,1
383282.3473,630539.9614,1,1,1
383258.442,630564.4242,1,1,1
383229.1152,630597.5111,1,1,1
383079.6301,630739.8753,1,1,1
383062.3619,630757.346100001,1,1,1
383046.2568,630780.539899999,1,1,1
383021.5426,630814.319,1,1,1
382959.1999,630906.0667,1,1,1
382951.6739,630916.9242,1,1,1
382935.1925,630943.047,1,1,1
382912.1578,630976.987500001,1,1,1
382894.2808,630996.910599999,1,1,1
382871.7088,631028.886499999,1,1,1
382833.8105,631103.930500001,1,1,1
382820.29,631132.1922,1,1,1
382763.3074,631222.9672,1,1,1
382745.4979,631262.975299999,1,1,1
382727.5919,631303.4713,1,1,1
382689.9555,631345.3957,1,1,1
382661.4419,631374.6614,1,1,1
382523.0659,631482.6851,1,1,1
382435.8014,631553.8988,1,1,1
382314.2197,631569.6129,1,1,1
382204.0392,631585.4373,1,1,1
382101.2867,631601.5656,1,1,1
381888.4428,631893.5177,1,1,1
381776.0054,632184.321799999,1,1,1
381762.8864,632222.7961,1,1,1
381713.4931,632368.674799999,1,1,1
381694.5272,632424.8585,1,1,1
381668.3953,632505.433499999,1,1,1
381671.0159,632521.520199999,1,1,1
381679.1045,632546.779999999,1,1,1
381698.1167,632601.4717,1,1,1
381724.3008,632651.401699999,1,1,1
381756.4611,632760.9871,1,1,1
381757.3363,632774.7952,1,1,1
381784.1629,632879.918299999,1,1,1
381792.3798,632908.2017,1,1,1
381832.4498,632988.302300001,1,1,1
381852.553,633025.1017,1,1,1
381919.1315,633101.850400001,1,1,1
381934.6951,633117.2903,1,1,1
381944.1821,633187.109099999,1,1,1
381944.1,633236.398499999,1,1,1
381955.7654,633276.8452,1,1,1
381947.2788,633320.452,1,1,1
381937.0554,633360.4296,1,1,1
381923.2808,633407.4373,1,1,1
381918.5896,633426.985099999,1,1,1
381910.6001,633517.2971,1,1,1
381917.7699,633526.3947,1,1,1
381941.4137,633545.513800001,1,1,1
381956.1157,633555.0166,1,1,1
382073.0621,633688.8322,1,1,1
382079.6968,633694.897,1,1,1
381953.158,633858.2261,1,1,1
381924.7708,633860.522600001,1,1,1
381918.1017,633855.4013,1,1,1
381890.7638,633897.068399999,1,1,1
381907.0121,633977.3035,1,1,1
381924.7274,634019.264,1,1,1
381923.7013,634091.1012,1,1,1
381938.4862,634112.59,1,1,1
381955.4751,634146.6263,1,1,1
381967.1799,634180.9473,1,1,1
381963.7066,634204.362400001,1,1,1
381941.753,634228.6511,1,1,1
381930.2513,634241.118899999,1,1,1
381918.3306,634257.333000001,1,1,1
381807.5937,634392.8298,1,1,1
381806.3009,634396.5976,1,1,1
381808.8344,634402.7796,1,1,1
381855.174,634468.2576,1,1,1
381875.2983,634500.3972,1,1,1
381852.8341,634509.926200001,1,1,1
381836.8185,634517.467700001,1,1,1
381783.9769,634543.246200001,1,1,1
381765.7003,634552.4968,1,1,1
381719.1795,634573.0929,1,1,1
381696.0952,634587.9111,1,1,1
381615.203,634588.100299999,1,1,1
381481.7315,635016.2326,1,1,1
381496.576,635046.6689,1,1,1
381452.6662,635071.8819,1,1,1
381325.1011,635149.765799999,1,1,1
381308.7944,635159.0858,1,1,1
381034.3497,635311.1998,1,1,1
380834.9035,635425.7596,1,1,1
380826.102,635429.7991,1,1,1
380803.3423,635403.3653,1,1,1
380801.2517,635400.5382,1,1,1
380741.4006,635321.1007,1,1,1
380715.9412,635365.282,1,1,1
380584.3265,635617.5156,1,1,1
380564.6186,635654.2588,1,1,1
380495.4093,635783.1425,1,1,1
380349.1481,636068.389900001,1,1,1
380346.298,636073.9037,1,1,1
380248.8036,636255.8036,1,1,1
380282.8998,636411.4605,1,1,1
380289.3743,636414.3266,1,1,1
380418.7802,636476.6939,1,1,1
380442.5119,636489.117,1,1,1
380476.9248,636506.8945,1,1,1
380643.389,636622.297599999,1,1,1
380642.5791,636797.899499999,1,1,1
380653.5972,636984.958000001,1,1,1
380656.6774,637060.2499,1,1,1
380448.7437,637258.299699999,1,1,1
380430.1684,637247.1535,1,1,1
380363.1528,637214.5438,1,1,1
380350.3862,637209.506999999,1,1,1
380280.8624,637193.7137,1,1,1
380259.2521,637191.407400001,1,1,1
380109.7617,637224.0063,1,1,1
380033.9689,637210.2893,1,1,1
379986.3751,637189.9443,1,1,1
379924.4155,637120.6966,1,1,1
379922.0542,637116.935,1,1,1
379916.9656,637107.7925,1,1,1
379906.5886,637082.5638,1,1,1
379896.489,637064.658600001,1,1,1
379888.201,637054.9011,1,1,1
379887.4309,637051.6588,1,1,1
379877.0639,637028.5067,1,1,1
379860.5573,637016.830499999,1,1,1
379847.0418,637005.681299999,1,1,1
379836.2041,637000.602600001,1,1,1
379757.253,637000.138900001,1,1,1
379665.9855,637008.7642,1,1,1
379627.9591,637033.9594,1,1,1
379516.3974,637090.922800001,1,1,1
379444.5167,637135.1875,1,1,1
379413.2134,637185.606799999,1,1,1
379365.826,637252.6817,1,1,1
379360.6121,637263.195599999,1,1,1
379343.4605,637311.3534,1,1,1
379338.1863,637323.1599,1,1,1
379306.1536,637360.180199999,1,1,1
379302.3035,637363.728599999,1,1,1
379256.0781,637382.929300001,1,1,1
379222.1644,637402.635600001,1,1,1
379203.0107,637401.4143,1,1,1
379190.0151,637402.216,1,1,1
379150.436,637438.013499999,1,1,1
379092.2824,637502.1094,1,1,1
379071.2898,637527.9268,1,1,1
379033.1065,637579.3257,1,1,1
379028.4993,637585.400699999,1,1,1
378996.1172,637646.281099999,1,1,1
378945.2172,637703.3266,1,1,1
378948.0168,637720.0942,1,1,1
378995.3853,637783.2907,1,1,1
379000.2433,637799.4783,1,1,1
378997.2585,637821.919600001,1,1,1
378987.566,637834.917099999,1,1,1
378985.4364,637841.1797,1,1,1
378987.157,637849.8839,1,1,1
378990.8024,637863.4767,1,1,1
378998.4187,637906.823899999,1,1,1
379059.8139,637940.9608,1,1,1
379083.7683,637944.0606,1,1,1
379125.4011,637940.7006,1,1,1
379157.8605,637959.248400001,1,1,1
379331.7565,638045.2092,1,1,1
379365.9292,638055.3093,1,1,1
379496.0451,638118.560799999,1,1,1
379503.3576,638129.2479,1,1,1
379509.8007,638138.7007,1,1,1
379524.4101,638154.7371,1,1,1
379531.5216,638162.615,1,1,1
379537.4788,638171.418400001,1,1,1
379548.0006,638188.5603,1,1,1
379573.6634,638239.016899999,1,1,1
379597.4837,638328.990800001,1,1,1
379596.3894,638391.979,1,1,1
379588.6979,638426.6162,1,1,1
379576.2325,638533.948999999,1,1,1
379580.2908,638574.4563,1,1,1
379584.6269,638622.5363,1,1,1
379627.043,638860.263900001,1,1,1
379633.8951,638869.7039,1,1,1
380099.461,638887.6614,1,1,1
380300.0972,638952.198000001,1,1,1
380322.4024,638975.103700001,1,1,1
380566.6113,639212.6055,1,1,1
380806.2888,639309.8967,1,1,1
380978.3709,639337.9969,1,1,1
381013.2724,639340.944700001,1,1,1
381386.9811,639286.5492,1,1,1
381521.5907,639210.2579,1,1,1
381574.4804,639180.770400001,1,1,1
381672.2314,639116.9191,1,1,1
381743.7393,639041.3062,1,1,1
381797.5065,638997.3595,1,1,1
382545.0511,638835.508,1,1,1
382570.0515,638833.4977,1,1,1
383017.9275,638846.4516,1,1,1
383120.1489,638865.612600001,1,1,1
383315.3964,638929.8172,1,1,1
383331.1264,638934.512,1,1,1
383911.9276,639037.5373,1,1,1
384000.7255,639023.2093,1,1,1
384051.2962,639006.3565,1,1,1
384137.6413,638961.935900001,1,1,1
384231.9866,638908.809599999,1,1,1
384271.7986,638880.992699999,1,1,1
384373.9582,638698.9475,1,1,1
384379.1948,638691.2248,1,1,1
384389.7987,638665.2042,1,1,1
384838.9601,638525.1087,1,1,1
385426.3092,638751.3127,1,1,1
385514.4957,638935.583699999,1,1,1
385384.0235,639165.5789,1,1,1
385310.8089,639216.9147,1,1,1
385279.4775,639234.0244,1,1,1
385213.0945,639255.706599999,1,1,1
385166.7631,639268.671,1,1,1
