"x","y","L1","L2","L3"
453856.4,526710.699999999,1,1,1
453237.7,526666.9,1,1,1
452476.3,526699.199999999,1,1,1
451757.657,525686.109099999,1,1,1
451705.3,525612.300000001,1,1,1
451491.7393,525586.007300001,1,1,1
451016.6235,525527.513,1,1,1
450955.6,525520,1,1,1
450258.9417,525700.6823,1,1,1
450226.1,525709.199999999,1,1,1
450260.8985,525902.0943,1,1,1
450259,525989.199999999,1,1,1
450011.7,526004.1,1,1,1
449680.5,525905.4,1,1,1
449594.3,526466.4,1,1,1
449419.3,526772.300000001,1,1,1
449540.7443,526366.208900001,1,1,1
449225.2535,525954.8116,1,1,1
448497.5,525831,1,1,1
448272.3,526071.1,1,1,1
448471.7,525830.800000001,1,1,1
449106.2192,525767.598200001,1,1,1
449131.3,525765.1,1,1,1
449542.3244,526229.623400001,1,1,1
449569.6485,526156.577400001,1,1,1
449671.6,525872.699999999,1,1,1
449773.9101,525894.802100001,1,1,1
450037.0644,525951.6513,1,1,1
450042.895,525939.594799999,1,1,1
450172.3901,525671.8234,1,1,1
450712.135,525532.2136,1,1,1
450625.7,525346.6,1,1,1
450932.8,525433,1,1,1
453462.5,525463.4,1,1,1
453625.6,526381.4,1,1,1
453867.6,526317.199999999,1,1,1
453552.5,525461.4,1,1,1
453872.8,525275.300000001,1,1,1
454204.5,525596.1,1,1,1
454318.011,524234.6909,1,1,1
453986.1244,524209.001800001,1,1,1
453880.1,523607.6,1,1,1
451516.5,521114.9,1,1,1
449873.7346,521423.8435,1,1,1
449829.3,521432.199999999,1,1,1
449808.1474,521451.77,1,1,1
448857.6,522331.199999999,1,1,1
448884.7,522087.1,1,1,1
448398.6,522167.4,1,1,1
448011,521770.300000001,1,1,1
447794.5399,520000.0329,1,1,1
447793.9,519994.800000001,1,1,1
447790.5393,520000.0329,1,1,1
447418.9,520578.699999999,1,1,1
447098.8118,520737.134299999,1,1,1
447081.8784,520711.734300001,1,1,1
447420.1,520538.300000001,1,1,1
447733.7198,520000.033500001,1,1,1
447795.5,519894,1,1,1
447641.4839,519700.4673,1,1,1
447569.2628,519609.7161,1,1,1
447498.9,519521.300000001,1,1,1
447102.0518,519386.8947,1,1,1
446874.6941,519302.790200001,1,1,1
446255.4,519073.699999999,1,1,1
446268.7,519008,1,1,1
446535.2478,519063.440400001,1,1,1
446551.4,519066.800000001,1,1,1
447565.6926,519471.5208,1,1,1
447769.0663,519698.008099999,1,1,1
447776.3378,519706.106000001,1,1,1
447913,519858.300000001,1,1,1
447928.8065,520000.0315,1,1,1
448104.9,521579,1,1,1
448483.4,521980.5,1,1,1
450791,520932.5,1,1,1
450530.5,520686.4,1,1,1
451496.6,520820.4,1,1,1
451574.6138,520566.883400001,1,1,1
451552.6,520833.1,1,1,1
451736.5392,520582.7585,1,1,1
451647.4,520869,1,1,1
451994.9266,521026.6852,1,1,1
454118.3,523312.800000001,1,1,1
454344.2,523585.800000001,1,1,1
455222.5,522990.4,1,1,1
454514.9,523689.1,1,1,1
455049.6,524684,1,1,1
454677.1,526145.4,1,1,1
454793.6,526574.4,1,1,1
455229.8,526176.699999999,1,1,1
455912.3,526397.300000001,1,1,1
455483.5,527342.199999999,1,1,1
455755.5043,528385.8729,1,1,1
455684.2,527625.5,1,1,1
456987.2,526324.9,1,1,1
459206.8,525411.300000001,1,1,1
459944.7,525525.5,1,1,1
460000.0188,525503.321,1,1,1
460826.4,525172,1,1,1
462347.6,523855.300000001,1,1,1
463646.7,523006.199999999,1,1,1
465726,522041.199999999,1,1,1
467293.2,521587.6,1,1,1
468705.3,522023.5,1,1,1
469898.6,521586.699999999,1,1,1
470947.4,520480.6,1,1,1
471135.9631,520548.3946,1,1,1
471291.2556,520429.068600001,1,1,1
471329.7,520194,1,1,1
472786.1305,519999.9922,1,1,1
473027.8,519967.800000001,1,1,1
473185.7818,520000.0064,1,1,1
474250.2,520217,1,1,1
474691.3357,519999.975500001,1,1,1
477132.3,518799.1,1,1,1
478353.2611,519049.725199999,1,1,1
478364.48,519007.877900001,1,1,1
478074.2,518790.5,1,1,1
478132.8241,518786.643200001,1,1,1
477786.0996,518481.195599999,1,1,1
477689.3026,517966.8028,1,1,1
476699.6974,518116.5999,1,1,1
475975.5996,517666.798699999,1,1,1
474608.2964,515577.296800001,1,1,1
474355.2967,512535.897399999,1,1,1
474983.6033,511267.500499999,1,1,1
474692.2971,510900.795399999,1,1,1
472921.3981,511227.401900001,1,1,1
472584.2988,511876.6961,1,1,1
467927.9995,510802.203600001,1,1,1
466949.2036,511815.3036,1,1,1
464636.299,512421.200200001,1,1,1
463316.8007,512295.0963,1,1,1
462483.8021,511393.204500001,1,1,1
458730.0979,512758.503699999,1,1,1
457615.9016,512478.8037,1,1,1
457197.2998,511786.301999999,1,1,1
455389.496,512278.5011,1,1,1
453619.1989,512222.097200001,1,1,1
452864.8995,512745.2974,1,1,1
451655.1017,512687.903899999,1,1,1
450106.102,513238.496300001,1,1,1
449638.4999,513046.4013,1,1,1
449675.0008,512582.304099999,1,1,1
449166.1981,512077.7985,1,1,1
448237.3012,512006.698899999,1,1,1
448462.2018,511639.0041,1,1,1
448206.2998,510472.198100001,1,1,1
446675.497,510803.703199999,1,1,1
446120.2993,510524.7031,1,1,1
446312.904,509942.1998,1,1,1
445995.8979,510018.098099999,1,1,1
445437.6,509167.3016,1,1,1
445250.0991,509452.5,1,1,1
444607.9985,509317.998500001,1,1,1
444276.7037,508749.701199999,1,1,1
442644.396,507839.1018,1,1,1
442552.4965,508756.599199999,1,1,1
441801.8002,508807.3047,1,1,1
441295.0999,508026.698100001,1,1,1
440760.9024,508729.097100001,1,1,1
440607.0991,509858.3038,1,1,1
440894.5961,510266.297,1,1,1
440192.1004,511141.196599999,1,1,1
440065.5964,510389.8017,1,1,1
439290.7009,510204.3048,1,1,1
439013.9966,511004.4957,1,1,1
438503.3965,511071.0967,1,1,1
438149.502,509250.4978,1,1,1
436894.8015,509491.5988,1,1,1
437248.5971,510086.998400001,1,1,1
436707.0038,510384.6032,1,1,1
435163.8994,512200.303400001,1,1,1
434127.1984,511835.4979,1,1,1
434164.903,511358.804300001,1,1,1
435127.8025,511126.1009,1,1,1
434964.204,510199.396199999,1,1,1
435242.9035,509704.297900001,1,1,1
434847.0004,508818.601399999,1,1,1
435526.5007,507985.300000001,1,1,1
434922.5994,507466.1986,1,1,1
435360.7997,506474.4025,1,1,1
434910.9986,506351.6976,1,1,1
434327.0999,506817.1044,1,1,1
434608.9985,507548.1951,1,1,1
434096.6999,508845.7037,1,1,1
432560.7027,509038.498500001,1,1,1
433023.8031,510212.702400001,1,1,1
432142.6039,509774.4978,1,1,1
431764.8977,508958.8013,1,1,1
431577.2978,509932.602600001,1,1,1
430623.7977,510041.701300001,1,1,1
430545.4037,509032.700200001,1,1,1
431217.5988,508513.798699999,1,1,1
430383.8005,508297.0008,1,1,1
429542.796,508523.9958,1,1,1
428915.9982,510048.8993,1,1,1
427739.2961,510618.1963,1,1,1
427107.8975,511386.7963,1,1,1
427346.4024,512288.098300001,1,1,1
426526.8021,512184.5979,1,1,1
427208.1987,512765.9015,1,1,1
427221.3001,513139.5046,1,1,1
425826.3017,512879.499,1,1,1
425920.0975,513665.704,1,1,1
425247.6963,513924.399900001,1,1,1
424468.101,513324.601600001,1,1,1
423837.0983,513261.4997,1,1,1
423390.6035,513600.7026,1,1,1
423860.2009,513772.703299999,1,1,1
423801.8012,514513.5013,1,1,1
422449.3968,514427.196,1,1,1
422232.898,515532.0997,1,1,1
420659.6991,515385.7016,1,1,1
419709.2991,515678.297900001,1,1,1
418128.6962,516372.2992,1,1,1
417746.0017,515055.896,1,1,1
417372.6983,514748.604,1,1,1
415552.197,514877.2972,1,1,1
415000.0006,515308.7037,1,1,1
414354.9977,515198.495200001,1,1,1
414594.5002,512401.2959,1,1,1
414203.0989,512431.6972,1,1,1
413881.2035,511765.9978,1,1,1
413511.0002,509923.6951,1,1,1
411598.8964,511107.496300001,1,1,1
411250.6992,511969.1996,1,1,1
410495.0971,512580.3047,1,1,1
409927.4988,512047.7971,1,1,1
409306.9013,512032.8014,1,1,1
409225.5967,509620.002,1,1,1
408699.1001,509647.804099999,1,1,1
408029.4033,509194.004000001,1,1,1
407005.6965,507951.4997,1,1,1
403823.5976,506445.300799999,1,1,1
402039.5973,506235.7008,1,1,1
401646.0028,507148.7994,1,1,1
401035.7034,507170.5032,1,1,1
400308.0025,507946.901000001,1,1,1
397199.6969,508869.4969,1,1,1
397299.5034,509805.5989,1,1,1
396127.0969,509467.9956,1,1,1
394498.5984,508116.102499999,1,1,1
392540.0996,507436.897,1,1,1
390366.3964,507185.098999999,1,1,1
389772.2985,506687.9014,1,1,1
389063.3964,506991.704399999,1,1,1
389793.9995,508529.0043,1,1,1
389314.4008,510519.5046,1,1,1
389582.1015,512080.5977,1,1,1
389177.5988,513829.597100001,1,1,1
388803.5038,514061.400699999,1,1,1
388941.9961,515253.599400001,1,1,1
388303.1028,515634.8003,1,1,1
387315.6991,515286.799900001,1,1,1
386503.1978,516508.100299999,1,1,1
386548.1993,517404.3038,1,1,1
384194.2014,518897.396400001,1,1,1
382586.703,520810.198899999,1,1,1
380423.199,522376.8005,1,1,1
380156.7021,524123.4005,1,1,1
379121.8975,526327.6995,1,1,1
381516.4034,528412.602700001,1,1,1
381206.7024,529905.5954,1,1,1
380529.4036,530235.5009,1,1,1
380535.9007,530547.7016,1,1,1
378990.496,530676.8046,1,1,1
379003.6963,531003.801000001,1,1,1
378455.8038,531191.1974,1,1,1
377420.1004,532376.1982,1,1,1
377170.4977,533681.804400001,1,1,1
377905.0007,534136.6042,1,1,1
378060.1975,535735.5965,1,1,1
379118.7974,536896.904100001,1,1,1
378699.198,537496.102600001,1,1,1
379450.3972,540052.900699999,1,1,1
379348.3976,541051.205,1,1,1
380253.4002,542112.301200001,1,1,1
379907.3962,542956.2996,1,1,1
380030.2971,544057.6044,1,1,1
379312.4986,544505.2962,1,1,1
379054.1973,545655.2971,1,1,1
377702.502,545856.1995,1,1,1
376335.0009,547408.5952,1,1,1
376156.3964,548123.2006,1,1,1
375046.8997,548660.696799999,1,1,1
374311.6959,550815.799900001,1,1,1
373672.8026,551370.0012,1,1,1
372925.899,549839.2994,1,1,1
371048.1028,548670.304,1,1,1
370512.6026,548912.504699999,1,1,1
368257.6031,546272.2005,1,1,1
366424.0994,545809.8028,1,1,1
365768.3037,545901.6965,1,1,1
364220.7965,547016.7973,1,1,1
363613.8033,547783.9977,1,1,1
362682.1032,550272.395400001,1,1,1
363287.4968,551122.0022,1,1,1
362221.7979,553382.994999999,1,1,1
361257.7029,554570.695,1,1,1
363130.5026,555927.5966,1,1,1
363709.0997,557290.0966,1,1,1
363804.5033,558428.400800001,1,1,1
365155.9018,559523.1974,1,1,1
364762.1012,559553.798599999,1,1,1
363732.4992,560834.801999999,1,1,1
363506.4031,561672.9021,1,1,1
363694.3988,562783.304199999,1,1,1
361965.3023,563367.397,1,1,1
361597.5973,564245.195699999,1,1,1
361669.1974,564503.002,1,1,1
362230.0017,564552.5978,1,1,1
362554.9973,565427.1974,1,1,1
363028.8987,565518.801200001,1,1,1
363412.5001,566043.7009,1,1,1
363784.3029,567722.2005,1,1,1
363371.4974,567831.599199999,1,1,1
363625.9978,568141.8004,1,1,1
363407.9983,568168.1028,1,1,1
363468.0966,569244.004899999,1,1,1
364765.9022,569750.299900001,1,1,1
365606.7995,570615.702199999,1,1,1
366370.9023,570634.696799999,1,1,1
366419.4987,571061.704500001,1,1,1
367354.2989,571154.797900001,1,1,1
367492.5027,571432.8983,1,1,1
367853.6034,571078.999600001,1,1,1
367806.7961,571488.802300001,1,1,1
369228.5003,571829.2048,1,1,1
369237.2978,572238.897600001,1,1,1
368515.3025,573024.502699999,1,1,1
368747.5988,573447.001800001,1,1,1
368493.8983,573293.4957,1,1,1
368115.2027,573679.395199999,1,1,1
368165.3986,574287.0013,1,1,1
367908.5979,574332.598300001,1,1,1
368665.7996,574964.1975,1,1,1
368094.4993,575755.200999999,1,1,1
368519.9032,576491.000399999,1,1,1
369067.3011,576551.703,1,1,1
368021.3986,577484.495999999,1,1,1
367133.2983,577308.0965,1,1,1
367044.8041,576854.4964,1,1,1
366236.2027,576877.5998,1,1,1
366120.104,576608.4968,1,1,1
365258.6023,576728.3025,1,1,1
364924.4959,576408.804,1,1,1
364213.3017,576701.5002,1,1,1
364463.3002,577294.7004,1,1,1
363929.3006,577650.1986,1,1,1
363823.401,578129.101500001,1,1,1
362849.7995,578220.295399999,1,1,1
362873.7019,578745.0952,1,1,1
362229.103,579125.5963,1,1,1
362242.9959,579986.4998,1,1,1
361798.3975,580472.1008,1,1,1
361905.5009,581296.3049,1,1,1
360483.4999,581825.203500001,1,1,1
359757.2997,581669.2982,1,1,1
358216.5039,582615.5973,1,1,1
357928.6028,583757.2005,1,1,1
357486.4037,583866.699200001,1,1,1
356937.8021,584781.997099999,1,1,1
356572.1006,586025.701099999,1,1,1
357136.203,587050.8977,1,1,1
356187.8398,588505.836200001,1,1,1
356180.3036,588517.3979,1,1,1
356194.4242,588511.199100001,1,1,1
356221.6779,588515.1676,1,1,1
356228.3971,588521.3972,1,1,1
356231.097,588536.709799999,1,1,1
356284.5433,588560.399499999,1,1,1
356313.1138,588579.044299999,1,1,1
356338.0976,588596.395500001,1,1,1
356337.1688,588610.4021,1,1,1
356332.0165,588632.4275,1,1,1
356367.106,588650.645300001,1,1,1
356367.9405,588680.6271,1,1,1
356371.5073,588685.782400001,1,1,1
356394.9997,588696.5998,1,1,1
356414.1,588716.100500001,1,1,1
356405.7,588746.200200001,1,1,1
356405.6,588757.099300001,1,1,1
356426.8972,588754.400800001,1,1,1
356433.5407,588774.7925,1,1,1
356439.8469,588797.679,1,1,1
356440.1999,588803.7984,1,1,1
356444.5019,588806.706700001,1,1,1
356451.3004,588811.3025,1,1,1
356451.9865,588816.1709,1,1,1
356452.3104,588829.2872,1,1,1
356445.2246,588842.774700001,1,1,1
356444.1793,588851.548699999,1,1,1
356444.7293,588854.853,1,1,1
