museum_id,visitor_count,year,source
mm.domus.NE011,119682,2005,"Babbidge, Ewles & Smith. 2006. 'Moving to Museum Trusts'"
mm.domus.NE011,114841,2011,VisitBritain
mm.domus.NE011,115935,2012,VisitBritain
mm.domus.NE011,109326,2013,MA(fam)
mm.domus.NE011,109326,2013,VisitBritain
mm.domus.NE011,104754,2014,VisitBritain
mm.domus.NE011,142758,2015,VisitBritain
mm.domus.NE012,37145,1994,domus
mm.domus.NE012,42582,1995,domus
mm.domus.NE012,0,1996,domus
mm.domus.NE012,50000,1997,domus
mm.domus.NE012,39000,1998,domus
mm.domus.NE012,32000,1999,domus
mm.domus.NE012,93522,2015,MA(fam)
mm.domus.NE013,113661,1994,domus
mm.domus.NE013,96797,1995,domus
mm.domus.NE013,0,1996,domus
mm.domus.NE013,0,1997,domus
mm.domus.NE013,0,1998,domus
mm.domus.NE013,76170,1999,domus
mm.domus.NE013,278900,2016,mm.ace.202
mm.domus.NE014,35000,1994,domus
mm.domus.NE014,37662,1995,domus
mm.domus.NE014,0,1996,domus
mm.domus.NE014,0,1997,domus
mm.domus.NE014,28000,1998,domus
mm.domus.NE015,18289,1994,domus
mm.domus.NE015,10982,1995,domus
mm.domus.NE015,0,1996,domus
mm.domus.NE015,12000,1997,domus
mm.domus.NE015,9000,1998,domus
mm.domus.NE015,9000,1999,domus
mm.domus.NE016,69546,1994,domus
mm.domus.NE016,67515,1995,domus
mm.domus.NE016,65595,1996,domus
mm.domus.NE016,66378,1997,domus
mm.domus.NE016,120536,1998,domus
mm.domus.NE016,113196,1999,domus
mm.domus.NE016,92000,2011,MA(fam)
mm.domus.NE016,138724,2016,mm.ace.190
mm.domus.NE017,81913,1994,domus
mm.domus.NE017,0,1997,domus
mm.domus.NE017,52987,2011,VisitBritain
mm.domus.NE017,44968,2012,VisitBritain
mm.domus.NE017,44254,2013,VisitBritain
mm.domus.NE017,44484,2014,VisitBritain
mm.domus.NE017,52603,2015,VisitBritain
mm.domus.NE018,25000,1994,domus
mm.domus.NE018,25000,1995,domus
mm.domus.NE018,25000,1996,domus
mm.domus.NE018,10000,1997,domus
mm.domus.NE018,11000,1998,domus
mm.domus.NE018,11000,1999,domus
mm.domus.NE019,10000,1994,domus
mm.domus.NE019,13000,1995,domus
mm.domus.NE019,13000,1996,domus
mm.domus.NE019,8200,1997,domus
mm.domus.NE019,11000,1998,domus
mm.domus.NE020,3353,1994,domus
mm.domus.NE020,0,1995,domus
mm.domus.NE020,3655,1996,domus
mm.domus.NE020,3663,1997,domus
mm.domus.NE020,4181,1998,domus
mm.domus.NE020,4401,1999,domus
mm.domus.NE020,8130,2011,VisitBritain
mm.domus.NE020,8062,2012,VisitBritain
mm.domus.NE020,9905,2013,MA(fam)
mm.domus.NE020,9855,2013,VisitBritain
mm.domus.NE020,7870,2014,VisitBritain
mm.domus.NE020,7670,2015,VisitBritain
mm.domus.NE020,8623,2016,mm.domus.NE020
mm.domus.NE021,55000,1994,domus
mm.domus.NE021,46000,1996,domus
mm.domus.NE021,52500,1997,domus
mm.domus.NE021,42500,1998,domus
mm.domus.NE021,42500,1999,domus
mm.domus.NE022,42000,1994,domus
mm.domus.NE022,40000,1995,domus
mm.domus.NE022,0,1997,domus
mm.domus.NE022,34579,1999,domus
mm.domus.NE022,40000,2014,MA(fam)
mm.domus.NE023,34429,1994,domus
mm.domus.NE023,0,1995,domus
mm.domus.NE023,260000,1997,domus
mm.domus.NE024,9472,1994,domus
mm.domus.NE024,0,1995,domus
mm.domus.NE026,149218,1994,domus
mm.domus.NE026,124457,1995,domus
mm.domus.NE026,86123,1996,domus
mm.domus.NE026,246074,1997,domus
mm.domus.NE026,271795,1998,domus
mm.domus.NE026,260840,1999,domus
mm.domus.NE026,270031,2011,VisitBritain
mm.domus.NE026,256661,2012,VisitBritain
mm.domus.NE026,226134,2013,VisitBritain
mm.domus.NE026,260617,2013,MA(fam)
mm.domus.NE026,218879,2014,VisitBritain
mm.domus.NE026,228291,2015,VisitBritain
mm.domus.NE027,20218,1994,domus
mm.domus.NE027,60183,1995,domus
mm.domus.NE027,35370,1996,domus
mm.domus.NE027,34753,1997,domus
mm.domus.NE027,36747,1998,domus
mm.domus.NE027,36747,1999,domus
mm.domus.NE027,27884,2011,VisitBritain
mm.domus.NE027,27902,2012,VisitBritain
mm.domus.NE027,24154,2013,VisitBritain
mm.domus.NE027,27902,2013,MA(fam)
mm.domus.NE027,22906,2014,VisitBritain
mm.domus.NE027,21658,2015,VisitBritain
mm.domus.NE028,202311,1994,domus
mm.domus.NE028,183833,1995,domus
mm.domus.NE028,154897,1996,domus
mm.domus.NE028,121451,1997,domus
mm.domus.NE028,167901,1998,domus
mm.domus.NE028,198085,1999,domus
mm.domus.NE028,417229,2011,VisitBritain
mm.domus.NE028,430499,2012,VisitBritain
mm.domus.NE028,401540,2013,VisitBritain
mm.domus.NE028,412999,2014,MA(fam)
mm.domus.NE028,434203,2014,VisitBritain
mm.domus.NE028,411695,2015,VisitBritain
mm.domus.NE029,50911,1994,domus
mm.domus.NE029,47433,1995,domus
mm.domus.NE029,44071,1996,domus
mm.domus.NE029,49773,1997,domus
mm.domus.NE029,42794,1998,domus
mm.domus.NE029,45627,1999,domus
mm.domus.NE029,33700,2011,VisitBritain
mm.domus.NE029,0,2012,VisitBritain
mm.domus.NE029,DK,2012,VisitBritain
mm.domus.NE029,27248,2013,MA(fam)
mm.domus.NE029,23653,2013,VisitBritain
mm.domus.NE029,26757,2014,VisitBritain
mm.domus.NE029,27630,2015,VisitBritain
mm.domus.NE030,229112,1994,domus
mm.domus.NE030,221024,1995,domus
mm.domus.NE030,238420,1996,domus
mm.domus.NE030,247193,1997,domus
mm.domus.NE030,233773,1998,domus
mm.domus.NE030,254521,1999,domus
mm.domus.NE030,136585,2011,VisitBritain
mm.domus.NE030,0,2012,VisitBritain
mm.domus.NE030,DK,2012,VisitBritain
mm.domus.NE030,126689,2013,VisitBritain
mm.domus.NE030,123769,2014,MA(fam)
mm.domus.NE030,123174,2014,VisitBritain
mm.domus.NE030,125973,2015,VisitBritain
mm.domus.NE031,33222,1994,domus
mm.domus.NE031,26000,1995,domus
mm.domus.NE031,0,1996,domus
mm.domus.NE031,0,1997,domus
mm.domus.NE031,20000,1998,domus
mm.domus.NE031,30500,1999,domus
mm.domus.NE031,24552,2011,VisitBritain
mm.domus.NE031,0,2012,VisitBritain
mm.domus.NE031,DK,2012,VisitBritain
mm.domus.NE031,37211,2013,VisitBritain
mm.domus.NE031,37894,2014,VisitBritain
mm.domus.NE031,35427,2014,MA(fam)
mm.domus.NE031,44457,2015,VisitBritain
mm.domus.NE032,168754,1994,domus
mm.domus.NE032,159103,1995,domus
mm.domus.NE032,168777,1996,domus
mm.domus.NE032,180466,1997,domus
mm.domus.NE032,156749,1998,domus
mm.domus.NE032,149388,1999,domus
mm.domus.NE032,329737,2011,VisitBritain
mm.domus.NE032,302190,2012,VisitBritain
mm.domus.NE032,341845,2013,VisitBritain
mm.domus.NE032,334802,2014,VisitBritain
mm.domus.NE032,322412,2015,VisitBritain
mm.domus.NE032,328478,2016,MA(fam)
mm.domus.NE033,75190,1994,domus
mm.domus.NE033,72967,1995,domus
mm.domus.NE033,75376,1996,domus
mm.domus.NE033,76241,1997,domus
mm.domus.NE033,72297,1998,domus
mm.domus.NE033,86880,1999,domus
mm.domus.NE033,30622,2014,MA(fam) year stated
mm.domus.NE035,3946,1994,domus
mm.domus.NE035,4842,1995,domus
mm.domus.NE035,3517,1996,domus
mm.domus.NE035,772,1997,domus
mm.domus.NE035,588,1998,domus
mm.domus.NE035,998,1999,domus
mm.domus.NE035,0,2011,VisitBritain
mm.domus.NE035,DK,2011,VisitBritain
mm.domus.NE035,1126,2012,VisitBritain
mm.domus.NE035,1022,2013,VisitBritain
mm.domus.NE035,1044,2014,VisitBritain
mm.domus.NE035,1022,2014,MA(fam)
mm.domus.NE035,1373,2015,VisitBritain
mm.domus.NE036,17000,1994,domus
mm.domus.NE036,17022,1995,domus
mm.domus.NE036,14882,1999,domus
mm.domus.NE037,11000,1994,domus
mm.domus.NE037,11000,1995,domus
mm.domus.NE037,11000,1996,domus
mm.domus.NE037,9042,1997,domus
mm.domus.NE037,8500,1998,domus
mm.domus.NE037,8500,1999,domus
mm.domus.NE038,80540,1994,domus
mm.domus.NE038,43108,2009,MA(fam)
mm.domus.NE039,30000,1994,domus
mm.domus.NE039,30000,1996,domus
mm.domus.NE039,30000,1997,domus
mm.domus.NE039,30000,1998,domus
mm.domus.NE039,0,1999,domus
mm.domus.NE039,20000,2010,MA(fam)
mm.domus.NE040,17000,1994,domus
mm.domus.NE040,17000,1995,domus
mm.domus.NE040,10000,1996,domus
mm.domus.NE040,10581,1997,domus
mm.domus.NE040,11046,1998,domus
mm.domus.NE040,11046,1999,domus
mm.domus.NE040,6470,2016,mm.ace.181
mm.domus.NE041,0,1994,domus
mm.domus.NE041,1241,2011,VisitBritain
mm.domus.NE041,0,2012,VisitBritain
mm.domus.NE041,DK,2012,VisitBritain
mm.domus.NE041,0,2013,VisitBritain
mm.domus.NE041,DK,2013,VisitBritain
mm.domus.NE041,1366,2014,VisitBritain
mm.domus.NE041,992,2015,VisitBritain
mm.domus.NE042,16000,1994,domus
mm.domus.NE042,16500,2014,MA(fam)
mm.domus.NE043,9000,1994,domus
mm.domus.NE043,9000,1996,domus
mm.domus.NE043,10000,1997,domus
mm.domus.NE043,10000,1998,domus
mm.domus.NE043,0,1999,domus
mm.domus.NE043,8000,2016,MA(fam)
mm.domus.NE044,8000,1994,domus
mm.domus.NE044,6000,1995,domus
mm.domus.NE044,5000,1996,domus
mm.domus.NE044,3880,1997,domus
mm.domus.NE044,2500,1998,domus
mm.domus.NE044,3784,1999,domus
mm.domus.NE044,16500,2014,MA(fam)
mm.domus.NE045,0,1994,domus
mm.domus.NE046,360,1994,domus
mm.domus.NE046,180000,1995,domus
mm.domus.NE046,180000,1996,domus
mm.domus.NE046,121451,1997,domus
mm.domus.NE046,167901,1998,domus
mm.domus.NE046,167901,1999,domus
mm.domus.NE047,3000,1994,domus
mm.domus.NE047,3000,1996,domus
mm.domus.NE047,5000,1997,domus
mm.domus.NE047,5000,1999,domus
mm.domus.NE047,10000,2016,MA(fam)
mm.domus.NE048,0,1994,domus
mm.domus.NE048,30000,1999,domus
mm.domus.NE049,0,1994,domus
mm.domus.NE049,3924,1997,domus
mm.domus.NE049,3878,1998,domus
mm.domus.NE049,7283,2011,VisitBritain
mm.domus.NE049,10236,2012,VisitBritain
mm.domus.NE049,9771,2013,VisitBritain
mm.domus.NE049,14090,2014,VisitBritain
mm.domus.NE049,13615,2015,VisitBritain
mm.domus.NE051,2500,1994,domus
mm.domus.NE051,2500,1996,domus
mm.domus.NE051,5000,1997,domus
mm.domus.NE051,5000,1998,domus
mm.domus.NE051,5000,1999,domus
mm.domus.NE052,40000,1994,domus
mm.domus.NE052,40000,1995,domus
mm.domus.NE052,40000,1996,domus
mm.domus.NE052,40000,1997,domus
mm.domus.NE052,0,1998,domus
mm.domus.NE052,12766,2011,VisitBritain
mm.domus.NE052,0,2012,VisitBritain
mm.domus.NE052,DK,2012,VisitBritain
mm.domus.NE052,16355,2013,VisitBritain
mm.domus.NE052,17356,2014,VisitBritain
mm.domus.NE052,28799,2015,VisitBritain
mm.domus.NE052,21073,2016,mm.ace.220
mm.domus.NE053,8700,1994,domus
mm.domus.NE053,8700,1995,domus
mm.domus.NE053,6986,1996,domus
mm.domus.NE053,7328,1997,domus
mm.domus.NE053,11900,1998,domus
mm.domus.NE053,0,1999,domus
mm.domus.NE053,8086,2013,MA(fam)
mm.domus.NE054,15600,1994,domus
mm.domus.NE054,12505,1995,domus
mm.domus.NE054,11747,1996,domus
mm.domus.NE054,15063,1997,domus
mm.domus.NE054,11807,1998,domus
mm.domus.NE054,14000,1999,domus
mm.domus.NE054,31758,2015,MA(fam)
mm.domus.NE055,1661,1994,domus
mm.domus.NE055,1661,1995,domus
mm.domus.NE055,2000,1997,domus
mm.domus.NE055,1500,1998,domus
mm.domus.NE055,1500,1999,domus
mm.domus.NE056,18980,1994,domus
mm.domus.NE056,19000,1995,domus
mm.domus.NE056,18986,1997,domus
mm.domus.NE056,30235,1999,domus
mm.domus.NE056,23630,2011,VisitBritain
mm.domus.NE056,0,2012,VisitBritain
mm.domus.NE056,DK,2012,VisitBritain
mm.domus.NE056,21005,2013,MA(fam)
mm.domus.NE056,28163,2013,VisitBritain
mm.domus.NE056,36361,2014,VisitBritain
mm.domus.NE056,29489,2015,VisitBritain
mm.domus.NE057,257447,1994,domus
mm.domus.NE057,138575,1995,domus
mm.domus.NE057,118496,1996,domus
mm.domus.NE057,91988,1997,domus
mm.domus.NE057,170006,1998,domus
mm.domus.NE057,119104,1999,domus
mm.domus.NE057,475441,2011,VisitBritain
mm.domus.NE057,0,2012,VisitBritain
mm.domus.NE057,DK,2012,VisitBritain
mm.domus.NE057,421410,2013,VisitBritain
mm.domus.NE057,477978,2014,MA(fam)
mm.domus.NE057,491148,2014,VisitBritain
mm.domus.NE057,486815,2015,VisitBritain
mm.domus.NE058,22090,1994,domus
mm.domus.NE058,22090,1995,domus
mm.domus.NE058,29239,1996,domus
mm.domus.NE058,18493,1997,domus
mm.domus.NE058,18384,1998,domus
mm.domus.NE058,18384,1999,domus
mm.domus.NE061,25000,1994,domus
mm.domus.NE061,1300,1997,domus
mm.domus.NE061,1200,1998,domus
mm.domus.NE062,13871,1994,domus
mm.domus.NE062,12105,1995,domus
mm.domus.NE062,11310,1996,domus
mm.domus.NE062,0,1997,domus
mm.domus.NE062,0,1998,domus
mm.domus.NE062,10284,1999,domus
mm.domus.NE062,12500,2013,MA(fam)
mm.domus.NE063,14500,1994,domus
mm.domus.NE063,9397,1997,domus
mm.domus.NE064,37353,1994,domus
mm.domus.NE064,49531,1997,domus
mm.domus.NE064,109265,2008,MA(fam)
mm.domus.NE064,69587,2011,VisitBritain
mm.domus.NE064,75263,2012,VisitBritain
mm.domus.NE064,0,2013,VisitBritain
mm.domus.NE064,DK,2013,VisitBritain
mm.domus.NE064,85263,2014,VisitBritain
mm.domus.NE064,202851,2015,VisitBritain
mm.domus.NE065,4000,1994,domus
mm.domus.NE065,11200,1997,domus
mm.domus.NE066,21254,1994,domus
mm.domus.NE066,25155,1997,domus
mm.domus.NE066,34000,2008,MA(fam)
mm.domus.NE066,24835,2011,VisitBritain
mm.domus.NE066,0,2012,VisitBritain
mm.domus.NE066,DK,2012,VisitBritain
mm.domus.NE066,0,2013,VisitBritain
mm.domus.NE066,DK,2013,VisitBritain
mm.domus.NE066,32612,2014,VisitBritain
mm.domus.NE066,33229,2015,VisitBritain
mm.domus.NE067,22000,1994,domus
mm.domus.NE067,23000,1997,domus
mm.domus.NE067,0,1998,domus
mm.domus.NE068,0,1994,domus
mm.domus.NE068,0,1997,domus
mm.domus.NE068,16759,2011,VisitBritain
mm.domus.NE068,15159,2012,VisitBritain
mm.domus.NE068,15162,2013,VisitBritain
mm.domus.NE068,13849,2014,VisitBritain
mm.domus.NE068,16112,2015,VisitBritain
mm.domus.NE069,0,1995,domus
mm.domus.NE069,0,1996,domus
mm.domus.NE069,28267,1997,domus
mm.domus.NE069,0,1998,domus
mm.domus.NE071,0,1995,domus
mm.domus.NE071,51222,1996,domus
mm.domus.NE071,61000,1997,domus
mm.domus.NE071,53740,1998,domus
mm.domus.NE071,50842,1999,domus
mm.domus.NE071,96847,2011,VisitBritain
mm.domus.NE071,89154,2012,VisitBritain
mm.domus.NE071,84340,2013,VisitBritain
mm.domus.NE071,89370,2014,VisitBritain
mm.domus.NE071,91191,2015,VisitBritain
mm.domus.NE071,86490,2016,National Trust Annual Report
mm.domus.NE071,86490,2016,"National Trust Annual Report, 2016/2088"
mm.domus.NE072,0,1995,domus
mm.domus.NE072,8645,1996,domus
mm.domus.NE072,9000,1997,domus
mm.domus.NE072,6255,1998,domus
mm.domus.NE072,6202,1999,domus
mm.domus.NE072,17880,2011,VisitBritain
mm.domus.NE072,0,2012,VisitBritain
mm.domus.NE072,DK,2012,VisitBritain
mm.domus.NE072,16200,2013,MA(fam)
mm.domus.NE072,15360,2013,VisitBritain
mm.domus.NE072,16760,2014,VisitBritain
mm.domus.NE072,11885,2015,VisitBritain
mm.domus.NE073,0,1995,domus
mm.domus.NE073,55694,1996,domus
mm.domus.NE073,100000,1997,domus
mm.domus.NE073,46688,1998,domus
mm.domus.NE073,42813,1999,domus
mm.domus.NE073,217197,2011,VisitBritain
mm.domus.NE073,192130,2012,VisitBritain
mm.domus.NE073,184812,2013,VisitBritain
mm.domus.NE073,202457,2014,VisitBritain
mm.domus.NE073,216628,2015,VisitBritain
mm.domus.NE073,200000,2015,MA(fam)
mm.domus.NE073,226090,2016,National Trust Annual Report
mm.domus.NE073,226090,2016,"National Trust Annual Report, 2016/2034"
mm.domus.NE074,0,1995,domus
mm.domus.NE074,98615,1996,domus
mm.domus.NE074,160000,1997,domus
mm.domus.NE074,84582,1998,domus
mm.domus.NE074,76207,1999,domus
mm.domus.NE074,208777,2011,VisitBritain
mm.domus.NE074,201639,2012,VisitBritain
mm.domus.NE074,202617,2013,VisitBritain
mm.domus.NE074,216099,2014,VisitBritain
mm.domus.NE074,231614,2015,VisitBritain
mm.domus.NE074,216724,2016,mm.ace.854
mm.domus.NE075,0,1995,domus
mm.domus.NE075,1280,1996,domus
mm.domus.NE075,2000,1997,domus
mm.domus.NE075,2042,1998,domus
mm.domus.NE075,1332,1999,domus
mm.domus.NE075,6432,2011,VisitBritain
mm.domus.NE075,5478,2012,VisitBritain
mm.domus.NE075,5882,2013,VisitBritain
mm.domus.NE075,5656,2014,VisitBritain
mm.domus.NE075,4451,2015,VisitBritain
mm.domus.NE076,0,1995,domus
mm.domus.NE076,16208,1996,domus
mm.domus.NE076,11000,1997,domus
mm.domus.NE076,16668,1998,domus
mm.domus.NE076,17152,1999,domus
mm.domus.NE076,27547,2016,mm.ace.856
mm.domus.NE077,9300,1994,domus
mm.domus.NE077,0,1995,domus
mm.domus.NE077,10000,1996,domus
mm.domus.NE077,9000,1997,domus
mm.domus.NE077,7025,1998,domus
mm.domus.NE077,8017,1999,domus
mm.domus.NE077,15000,2009,MA(fam)
mm.domus.NE077,14697,2011,VisitBritain
mm.domus.NE077,0,2012,VisitBritain
mm.domus.NE077,DK,2012,VisitBritain
mm.domus.NE077,13395,2013,VisitBritain
mm.domus.NE077,12303,2014,VisitBritain
mm.domus.NE077,9662,2015,VisitBritain
mm.domus.NE077,12456,2016,mm.ace.857
mm.domus.NE078,0,1994,domus
mm.domus.NE078,82303,2011,VisitBritain
mm.domus.NE078,76371,2012,VisitBritain
mm.domus.NE078,91786,2013,VisitBritain
mm.domus.NE078,104511,2014,VisitBritain
mm.domus.NE078,107468,2015,VisitBritain
mm.domus.NE079,54000,2013,MA(fam)
mm.domus.NE080,101960,2013,MA(fam)
mm.domus.NE081,0,1997,domus
mm.domus.NE081,76195,2015,MA(fam)
mm.domus.NE082,25262,1999,domus
mm.domus.NE082,21072,2011,VisitBritain
mm.domus.NE082,0,2012,VisitBritain
mm.domus.NE082,DK,2012,VisitBritain
mm.domus.NE082,15499,2013,VisitBritain
mm.domus.NE082,12585,2014,VisitBritain
mm.domus.NE082,6752,2015,VisitBritain
mm.domus.NE083,44970,2016,mm.domus.NE083
mm.domus.NI002,40000,1994,domus
mm.domus.NI002,39000,1995,domus
mm.domus.NI002,37458,1996,domus
mm.domus.NI002,40728,1997,domus
mm.domus.NI002,33386,1998,domus
mm.domus.NI002,35393,1999,domus
mm.domus.NI002,43000,2005,MA(fam)
mm.domus.NI002,33219,2011,NILM(VN)
mm.domus.NI002,31331,2012,NILM(VN)
mm.domus.NI002,31715,2013,NILM(VN)
mm.domus.NI003,13978,1994,domus
mm.domus.NI003,15064,1995,domus
mm.domus.NI003,18169,1996,domus
mm.domus.NI003,22189,1997,domus
mm.domus.NI003,17615,1998,domus
mm.domus.NI003,26498,2011,NILM(VN)
mm.domus.NI003,31981,2012,NILM(VN)
mm.domus.NI003,34595,2013,NILM(VN)
mm.domus.NI004,700,1994,domus
mm.domus.NI004,1000,1995,domus
mm.domus.NI004,1000,1996,domus
mm.domus.NI004,10000,1997,domus
mm.domus.NI004,5000,1998,domus
mm.domus.NI004,5000,1999,domus
mm.domus.NI005,7000,1994,domus
mm.domus.NI005,7000,1995,domus
mm.domus.NI005,6000,1996,domus
mm.domus.NI005,15000,1997,domus
mm.domus.NI005,10000,1998,domus
mm.domus.NI005,10000,1999,domus
mm.domus.NI006,0,1994,domus
mm.domus.NI006,0,1995,domus
mm.domus.NI006,21103,1996,domus
mm.domus.NI006,0,1997,domus
mm.domus.NI006,25538,1998,domus
mm.domus.NI006,226381,2010,MA(fam)
mm.domus.NI006,27990,2011,NILM(VN)
mm.domus.NI006,30457,2012,NILM(VN)
mm.domus.NI006,24729,2013,NILM(VN)
mm.domus.NI007,0,1994,domus
mm.domus.NI007,0,1995,domus
mm.domus.NI007,60,1996,domus
mm.domus.NI007,760,1997,domus
mm.domus.NI007,1092,1998,domus
mm.domus.NI007,2031,1999,domus
mm.domus.NI008,54000,1994,domus
mm.domus.NI008,57000,1995,domus
mm.domus.NI008,51000,1996,domus
mm.domus.NI008,47524,1997,domus
mm.domus.NI008,40750,1998,domus
mm.domus.NI008,46400,1999,domus
mm.domus.NI008,44000,2008,MA(fam)
mm.domus.NI008,54177,2011,NILM(VN)
mm.domus.NI008,69148,2012,NILM(VN)
mm.domus.NI008,80034,2013,NILM(VN)
mm.domus.NI009,11000,1994,domus
mm.domus.NI009,11000,1996,domus
mm.domus.NI009,5001,1997,domus
mm.domus.NI009,9500,2011,NILM(VN)
mm.domus.NI009,9997,2013,NILM(VN)
mm.domus.NI010,30000,2011,MA(fam)
mm.domus.NI011,0,1994,domus
mm.domus.NI011,0,1995,domus
mm.domus.NI011,0,1996,domus
mm.domus.NI011,2000,1997,domus
mm.domus.NI011,2632,1998,domus
mm.domus.NI011,2632,1999,domus
mm.domus.NI011,10504,2011,NILM(VN)
mm.domus.NI011,10847,2012,NILM(VN)
mm.domus.NI011,11269,2013,NILM(VN)
mm.domus.NI013,0,1994,domus
mm.domus.NI013,35000,1995,domus
mm.domus.NI013,30000,1996,domus
mm.domus.NI013,25000,1997,domus
mm.domus.NI013,16500,1999,domus
mm.domus.NI013,46977,2016,MA(fam)
mm.domus.NI014,50000,1994,domus
mm.domus.NI014,30000,1995,domus
mm.domus.NI014,36000,1996,domus
mm.domus.NI014,24105,1997,domus
mm.domus.NI014,28000,1998,domus
mm.domus.NI014,28000,1999,domus
mm.domus.NI014,24620,2011,NILM(VN)
mm.domus.NI014,20900,2012,NILM(VN)
mm.domus.NI014,31171,2013,NILM(VN)
mm.domus.NI015,131000,1994,domus
mm.domus.NI015,137440,1996,domus
mm.domus.NI015,138534,1997,domus
mm.domus.NI015,115000,1998,domus
mm.domus.NI015,112000,1999,domus
mm.domus.NI015,142643,2013,MA(fam)
mm.domus.NI016,183161,1994,domus
mm.domus.NI016,187075,1995,domus
mm.domus.NI016,206042,1997,domus
mm.domus.NI016,192672,1998,domus
mm.domus.NI016,170468,2013,MA(fam)
mm.domus.NI017,294144,1994,domus
mm.domus.NI017,246452,1995,domus
mm.domus.NI017,317761,1996,domus
mm.domus.NI017,239452,1997,domus
mm.domus.NI017,488190,2012,MA(fam)
mm.domus.NI018,20344,1994,domus
mm.domus.NI018,13657,1995,domus
mm.domus.NI018,18788,1996,domus
mm.domus.NI018,14311,1997,domus
mm.domus.NI018,3862,1998,domus
mm.domus.NI018,17665,1999,domus
mm.domus.NI018,13332,2013,MA(fam)
mm.domus.NI019,0,1994,domus
mm.domus.NI019,10000,1995,domus
mm.domus.NI019,10300,1996,domus
mm.domus.NI019,10500,1997,domus
mm.domus.NI019,14321,1998,domus
mm.domus.NI019,11900,1999,domus
mm.domus.NI019,9046,2008,MA(fam)
mm.domus.NI019,10000,2011,NILM(VN)
mm.domus.NI019,9033,2012,NILM(VN)
mm.domus.NI019,9096,2013,NILM(VN)
mm.domus.NI020,9000,1995,domus
mm.domus.NI020,9000,1996,domus
mm.domus.NI020,11638,1997,domus
mm.domus.NI020,16500,1998,domus
mm.domus.NI020,14999,1999,domus
mm.domus.NI020,22761,2011,NILM(VN)
mm.domus.NI020,18807,2012,NILM(VN)
mm.domus.NI020,18000,2013,NILM(VN)
mm.domus.NI021,0,1996,domus
mm.domus.NI021,1850,1997,domus
mm.domus.NI022,1800,1997,domus
mm.domus.NI022,0,1998,domus
mm.domus.NI022,730,1999,domus
mm.domus.NI022,4400,2011,NILM(VN)
mm.domus.NI022,5924,2012,NILM(VN)
mm.domus.NI022,6907,2013,NILM(VN)
mm.domus.NI023,2000,1997,domus
mm.domus.NI023,1558,1998,domus
mm.domus.NI023,1803,1999,domus
mm.domus.NI023,12824,2011,NILM(VN)
mm.domus.NI023,14639,2012,NILM(VN)
mm.domus.NI023,10967,2013,NILM(VN)
mm.domus.NI024,23068,1998,domus
mm.domus.NI024,25420,1999,domus
mm.domus.NI024,37500,2011,NILM(VN)
mm.domus.NI024,38290,2012,NILM(VN)
mm.domus.NI024,35000,2013,NILM(VN)
mm.domus.NI025,3886,2010,MA(fam)
mm.domus.NI025,3037,2011,NILM(VN)
mm.domus.NI025,3046,2012,NILM(VN)
mm.domus.NI025,3046,2013,NILM(VN)
mm.domus.NI027,10000,1999,domus
mm.domus.NI027,41993,2007,MA(fam)
mm.domus.NI027,35443,2011,NILM(VN)
mm.domus.NI027,34719,2012,NILM(VN)
mm.domus.NI027,34521,2013,NILM(VN)
mm.domus.NI028,15740,2011,NILM(VN)
mm.domus.NI028,38000,2012,NILM(VN)
mm.domus.NI028,25055,2013,NILM(VN)
mm.domus.NI028,139295,2016,National Trust Annual Report
mm.domus.NI028,139295,2016,"National Trust Annual Report, 2016/2065"
mm.domus.NI029,36000,2011,NILM(VN)
mm.domus.NI029,35865,2012,NILM(VN)
mm.domus.NI029,33304,2013,NILM(VN)
mm.domus.NI030,2329,1999,domus
mm.domus.NI030,1088,2011,NILM(VN)
mm.domus.NI030,1379,2012,NILM(VN)
mm.domus.NI030,1421,2013,NILM(VN)
mm.domus.NI030,470,2015,MA(fam) date last updated
mm.domus.NI032,35000,2014,MA(fam)
mm.domus.NI035,1969,2011,NILM(VN)
mm.domus.NI035,1421,2012,NILM(VN)
mm.domus.NI035,2106,2013,NILM(VN)
mm.domus.NI036,4744,2008,MA(fam)
mm.domus.NI036,5048,2011,NILM(VN)
mm.domus.NI036,4247,2012,NILM(VN)
mm.domus.NI036,3725,2013,NILM(VN)
mm.domus.NI037,6874,2011,NILM(VN)
mm.domus.NI037,8006,2012,NILM(VN)
mm.domus.NI037,5529,2013,NILM(VN)
mm.domus.NI037,5097,2015,MA(fam)
mm.domus.NI038,2210,2011,NILM(VN)
mm.domus.NI038,2953,2012,NILM(VN)
mm.domus.NI038,22556,2013,NILM(VN)
mm.domus.NW001,0,1994,domus
mm.domus.NW001,32000,1997,domus
mm.domus.NW001,32000,1998,domus
mm.domus.NW001,33000,1999,domus
mm.domus.NW001,28000,2013,MA(fam)
mm.domus.NW002,22846,1994,domus
mm.domus.NW002,0,1995,domus
mm.domus.NW002,0,1996,domus
mm.domus.NW002,16500,1997,domus
mm.domus.NW002,0,1998,domus
mm.domus.NW002,24475,1999,domus
mm.domus.NW002,53000,2007,MA(fam)
mm.domus.NW002,34802,2016,mm.ace.086
mm.domus.NW003,12026,1994,domus
mm.domus.NW003,11500,1995,domus
mm.domus.NW003,11300,1996,domus
mm.domus.NW003,11503,1997,domus
mm.domus.NW003,10197,1998,domus
mm.domus.NW003,7534,1999,domus
