museum_id,visitor_count,year,source
mm.Mus70Cal.027,31441,2002,Scottish National Audit
mm.ace.019,75442,2016,mm.ace.019
mm.ace.022,31000,2010,MA(fam)
mm.ace.023,45341,2011,VisitBritain
mm.ace.023,48767,2012,VisitBritain
mm.ace.023,53280,2013,VisitBritain
mm.ace.023,51768,2014,VisitBritain
mm.ace.023,44214,2015,VisitBritain
mm.ace.023,49894,2016,mm.ace.023
mm.ace.036,1500,2010,MA(fam)
mm.ace.036,1341,2016,mm.ace.036
mm.ace.042,38635,2016,mm.ace.042
mm.ace.045,32607,2013,MA(fam)
mm.ace.1085,54945,2011,VisitBritain
mm.ace.1085,50427,2012,VisitBritain
mm.ace.1085,46436,2013,VisitBritain
mm.ace.1085,53026,2014,VisitBritain
mm.ace.1085,53380,2015,VisitBritain
mm.ace.1085,54045,2016,National Trust Annual Report
mm.ace.1085,54045,2016,"National Trust Annual Report, 2016/2099"
mm.ace.1086,167505,2011,VisitBritain
mm.ace.1086,175951,2012,VisitBritain
mm.ace.1086,196772,2013,VisitBritain
mm.ace.1086,188128,2014,VisitBritain
mm.ace.1086,198217,2015,VisitBritain
mm.ace.1086,224281,2016,National Trust Annual Report
mm.ace.1086,224281,2016,"National Trust Annual Report, 2016/2035"
mm.ace.1087,119878,2011,VisitBritain
mm.ace.1087,118872,2012,VisitBritain
mm.ace.1087,119074,2013,VisitBritain
mm.ace.1087,135492,2014,VisitBritain
mm.ace.1087,162596,2015,VisitBritain
mm.ace.1087,184459,2016,"National Trust Annual Report, 2016/2041"
mm.ace.1089,74202,2011,VisitBritain
mm.ace.1089,67420,2012,VisitBritain
mm.ace.1089,65239,2013,VisitBritain
mm.ace.1089,74100,2014,VisitBritain
mm.ace.1089,80100,2015,VisitBritain
mm.ace.1089,92551,2016,National Trust Annual Report
mm.ace.1089,92551,2016,"National Trust Annual Report, 2016/2083"
mm.ace.1090,103768,2011,VisitBritain
mm.ace.1090,86497,2012,VisitBritain
mm.ace.1090,104656,2013,VisitBritain
mm.ace.1090,101661,2014,VisitBritain
mm.ace.1090,111822,2015,VisitBritain
mm.ace.1090,106058,2016,National Trust Annual Report
mm.ace.1090,106058,2016,"National Trust Annual Report, 2016/2076"
mm.ace.1091,88004,2011,VisitBritain
mm.ace.1091,76000,2012,VisitBritain
mm.ace.1091,73441,2013,VisitBritain
mm.ace.1091,76194,2014,VisitBritain
mm.ace.1091,95981,2015,VisitBritain
mm.ace.1091,102595,2016,National Trust Annual Report
mm.ace.1091,102595,2016,"National Trust Annual Report, 2016/2078"
mm.ace.1092,144860,2011,VisitBritain
mm.ace.1092,149133,2012,VisitBritain
mm.ace.1092,165000,2013,VisitBritain
mm.ace.1092,187524,2014,VisitBritain
mm.ace.1092,201557,2015,VisitBritain
mm.ace.1092,206516,2016,National Trust Annual Report
mm.ace.1092,206516,2016,"National Trust Annual Report, 2016/2037"
mm.ace.1093,72000,2011,VisitBritain
mm.ace.1093,73000,2012,VisitBritain
mm.ace.1093,77000,2013,VisitBritain
mm.ace.1093,80760,2014,VisitBritain
mm.ace.1093,80000,2015,VisitBritain
mm.ace.1093,75343,2016,mm.ace.1093
mm.ace.1093,77226,2016,National Trust Annual Report
mm.ace.1093,77226,2016,"National Trust Annual Report, 2016/2092"
mm.ace.1094,3100,2011,MA(fam)
mm.ace.1094,310,2011,VisitBritain
mm.ace.1094,285,2012,VisitBritain
mm.ace.1094,181,2013,VisitBritain
mm.ace.1094,134,2014,VisitBritain
mm.ace.1094,158,2015,VisitBritain
mm.ace.1096,820,2011,VisitBritain
mm.ace.1096,1010,2012,VisitBritain
mm.ace.1096,1100,2013,MA(fam)
mm.ace.1096,949,2013,VisitBritain
mm.ace.1096,891,2014,VisitBritain
mm.ace.1096,914,2015,VisitBritain
mm.ace.1097,24415,2016,mm.ace.1097
mm.ace.1098,13000,2012,MA(fam)
mm.ace.1098,12073,2016,mm.ace.1098
mm.ace.1099,13296,2011,VisitBritain
mm.ace.1099,11531,2012,VisitBritain
mm.ace.1099,12041,2013,VisitBritain
mm.ace.1099,12619,2014,VisitBritain
mm.ace.1099,12021,2015,VisitBritain
mm.ace.1100,59275,2011,VisitBritain
mm.ace.1100,60804,2012,VisitBritain
mm.ace.1100,61999,2013,VisitBritain
mm.ace.1100,60368,2014,VisitBritain
mm.ace.1100,95845,2015,VisitBritain
mm.ace.1100,78000,2016,MA(fam)
mm.ace.1101,33091,2011,VisitBritain
mm.ace.1101,31031,2012,VisitBritain
mm.ace.1101,32056,2013,VisitBritain
mm.ace.1101,32917,2014,VisitBritain
mm.ace.1101,26211,2015,VisitBritain
mm.ace.1101,30000,2016,MA(fam)
mm.ace.1103,0,2011,VisitBritain
mm.ace.1103,DK,2011,VisitBritain
mm.ace.1103,8000,2012,VisitBritain
mm.ace.1103,8000,2013,VisitBritain
mm.ace.1103,7987,2014,VisitBritain
mm.ace.1103,7725,2015,VisitBritain
mm.ace.1104,64810,2001,Babbidge
mm.ace.1104,64810,2001,"Babbidge, Ewles & Smith. 2006. 'Moving to Museum Trusts'"
mm.ace.1104,190000,2002,Babbidge
mm.ace.1104,190000,2002,"Babbidge, Ewles & Smith. 2006. 'Moving to Museum Trusts'"
mm.ace.1104,185000,2004,Babbidge
mm.ace.1104,185000,2004,"Babbidge, Ewles & Smith. 2006. 'Moving to Museum Trusts'"
mm.ace.1104,197704,2011,VisitBritain
mm.ace.1104,185796,2012,VisitBritain
mm.ace.1104,256251,2013,VisitBritain
mm.ace.1104,257077,2014,VisitBritain
mm.ace.1104,261181,2015,VisitBritain
mm.ace.1105,639,2016,mm.ace.1105
mm.ace.1109,54293,2011,VisitBritain
mm.ace.1109,47348,2012,VisitBritain
mm.ace.1109,51997,2013,VisitBritain
mm.ace.1109,54144,2014,VisitBritain
mm.ace.1109,53894,2015,VisitBritain
mm.ace.1110,10828,2011,VisitBritain
mm.ace.1110,9539,2012,VisitBritain
mm.ace.1110,11677,2013,VisitBritain
mm.ace.1110,11926,2014,VisitBritain
mm.ace.1110,12490,2015,VisitBritain
mm.ace.1111,38112,2011,VisitBritain
mm.ace.1111,33995,2012,VisitBritain
mm.ace.1111,50000,2013,VisitBritain
mm.ace.1111,37873,2014,VisitBritain
mm.ace.1111,39984,2015,VisitBritain
mm.ace.1112,2750,2004,MA(fam)
mm.ace.1115,68400,2011,VisitBritain
mm.ace.1115,62617,2012,VisitBritain
mm.ace.1115,72000,2013,MA(fam)
mm.ace.1115,72106,2013,VisitBritain
mm.ace.1115,75152,2014,VisitBritain
mm.ace.1115,73159,2015,VisitBritain
mm.ace.1117,10567,2016,mm.ace.1117
mm.ace.1118,4000,2016,MA(fam)
mm.ace.1120,12851,2010,MA(fam)
mm.ace.1122,18137,2011,VisitBritain
mm.ace.1122,17919,2012,VisitBritain
mm.ace.1122,17990,2013,VisitBritain
mm.ace.1122,19939,2014,VisitBritain
mm.ace.1122,20348,2015,VisitBritain
mm.ace.1123,11692,2010,MA(fam)
mm.ace.1125,0,2011,VisitBritain
mm.ace.1125,DK,2011,VisitBritain
mm.ace.1125,0,2012,VisitBritain
mm.ace.1125,DK,2012,VisitBritain
mm.ace.1125,12082,2013,VisitBritain
mm.ace.1125,10310,2014,VisitBritain
mm.ace.1125,9793,2015,VisitBritain
mm.ace.1126,17000,2009,MA(fam)
mm.ace.1127,126316,2011,VisitBritain
mm.ace.1127,147565,2012,VisitBritain
mm.ace.1127,150453,2013,VisitBritain
mm.ace.1127,130000,2014,MA(fam)
mm.ace.1127,158539,2014,VisitBritain
mm.ace.1127,152944,2015,VisitBritain
mm.ace.1128,0,2011,VisitBritain
mm.ace.1128,DK,2011,VisitBritain
mm.ace.1128,0,2012,VisitBritain
mm.ace.1128,DK,2012,VisitBritain
mm.ace.1128,30053,2013,VisitBritain
mm.ace.1128,37610,2014,VisitBritain
mm.ace.1128,29307,2015,VisitBritain
mm.ace.1128,32323,2016,mm.ace.1128
mm.ace.1129,908,2016,MA(fam)
mm.ace.1131,0,2011,VisitBritain
mm.ace.1131,DK,2011,VisitBritain
mm.ace.1131,1200000,2012,VisitBritain
mm.ace.1131,1015505,2013,MA(fam)
mm.ace.1131,1015505,2013,VisitBritain
mm.ace.1131,824793,2014,VisitBritain
mm.ace.1131,1096608,2015,VisitBritain
mm.ace.1132,4808,2015,MA(fam)
mm.ace.1133,59699,2011,VisitBritain
mm.ace.1133,70000,2012,VisitBritain
mm.ace.1133,72000,2013,VisitBritain
mm.ace.1133,80889,2014,VisitBritain
mm.ace.1133,78045,2015,VisitBritain
mm.ace.1136,4840006,2011,VisitBritain
mm.ace.1136,5318688,2012,VisitBritain
mm.ace.1136,5523894,2013,MA(fam)
mm.ace.1136,4884939,2013,VisitBritain
mm.ace.1136,5785427,2014,VisitBritain
mm.ace.1136,4712581,2015,VisitBritain
mm.ace.1137,1475,2011,VisitBritain
mm.ace.1137,1580,2012,VisitBritain
mm.ace.1137,1558,2012,MA(fam)
mm.ace.1137,1281,2013,VisitBritain
mm.ace.1137,1169,2014,VisitBritain
mm.ace.1137,992,2015,VisitBritain
mm.ace.1138,49098,2011,VisitBritain
mm.ace.1138,0,2012,VisitBritain
mm.ace.1138,DK,2012,VisitBritain
mm.ace.1138,49407,2013,VisitBritain
mm.ace.1138,51212,2014,MA(fam)
mm.ace.1138,49320,2014,VisitBritain
mm.ace.1138,52025,2015,VisitBritain
mm.ace.1139,6000,2008,MA(fam)
mm.ace.1140,2500,2014,MA(fam)
mm.ace.1144,10390,2011,VisitBritain
mm.ace.1144,12656,2012,VisitBritain
mm.ace.1144,11765,2013,VisitBritain
mm.ace.1144,14077,2014,VisitBritain
mm.ace.1144,15920,2015,VisitBritain
mm.ace.1145,7500,2010,MA(fam)
mm.ace.1145,0,2011,VisitBritain
mm.ace.1145,DK,2011,VisitBritain
mm.ace.1145,0,2012,VisitBritain
mm.ace.1145,DK,2012,VisitBritain
mm.ace.1145,10386,2013,VisitBritain
mm.ace.1145,9123,2014,VisitBritain
mm.ace.1145,15926,2015,VisitBritain
mm.ace.1146,DK,2011,VisitBritain
mm.ace.1146,8000,2012,VisitBritain
mm.ace.1146,9000,2013,VisitBritain
mm.ace.1146,10000,2014,VisitBritain
mm.ace.1146,9000,2015,VisitBritain
mm.ace.1147,0,2011,VisitBritain
mm.ace.1147,DK,2011,VisitBritain
mm.ace.1147,9299,2012,VisitBritain
mm.ace.1147,11602,2013,VisitBritain
mm.ace.1147,11481,2014,VisitBritain
mm.ace.1147,12852,2015,VisitBritain
mm.ace.1148,3000,2016,mm.ace.1148
mm.ace.1149,321000,2013,MA(fam)
mm.ace.1150,212079,2011,VisitBritain
mm.ace.1150,243000,2011,MA(fam)
mm.ace.1150,359456,2012,VisitBritain
mm.ace.1150,403167,2013,VisitBritain
mm.ace.1150,402118,2014,VisitBritain
mm.ace.1150,383286,2015,VisitBritain
mm.ace.1153,30000,2015,MA(fam)
mm.ace.1155,444288,2011,VisitBritain
mm.ace.1155,427200,2012,VisitBritain
mm.ace.1155,443360,2013,VisitBritain
mm.ace.1155,471000,2014,VisitBritain
mm.ace.1155,465736,2015,MA(fam)
mm.ace.1155,449787,2015,VisitBritain
mm.ace.1158,1100,2011,MA(fam)
mm.ace.1158,4580,2016,mm.ace.1158
mm.ace.1159,57680,2011,VisitBritain
mm.ace.1159,64384,2012,VisitBritain
mm.ace.1159,67478,2013,VisitBritain
mm.ace.1159,66931,2014,VisitBritain
mm.ace.1159,72114,2015,VisitBritain
mm.ace.1160,53500,2014,MA(fam)
mm.ace.1160,63328,2016,mm.ace.1160
mm.ace.1161,3421,2011,VisitBritain
mm.ace.1161,4176,2012,VisitBritain
mm.ace.1161,3168,2013,VisitBritain
mm.ace.1161,4003,2014,VisitBritain
mm.ace.1161,3594,2015,VisitBritain
mm.ace.1163,427,2016,mm.ace.1163
mm.ace.1164,13495,2016,mm.ace.1164
mm.ace.1165,43755,2016,mm.ace.1165
mm.ace.1168,111873,2011,VisitBritain
mm.ace.1168,128784,2012,VisitBritain
mm.ace.1168,113776,2013,VisitBritain
mm.ace.1168,110869,2014,VisitBritain
mm.ace.1168,130000,2014,MA(fam)
mm.ace.1168,145498,2015,VisitBritain
mm.ace.1172,336138,2011,MA(fam)
mm.ace.1172,364583,2011,VisitBritain
mm.ace.1172,343690,2012,VisitBritain
mm.ace.1172,475044,2013,VisitBritain
mm.ace.1172,472746,2014,VisitBritain
mm.ace.1172,497063,2015,VisitBritain
mm.ace.1172,438978,2016,mm.domus.YH0822
mm.ace.1173,425348,2010,MA(fam)
mm.ace.1173,387508,2011,VisitBritain
mm.ace.1173,375323,2012,VisitBritain
mm.ace.1173,377641,2013,VisitBritain
mm.ace.1173,402468,2014,VisitBritain
mm.ace.1173,374119,2015,VisitBritain
mm.ace.1173,386961,2016,mm.domus.YH0823
mm.ace.1174,302298,2011,VisitBritain
mm.ace.1174,328500,2012,VisitBritain
mm.ace.1174,318585,2013,VisitBritain
mm.ace.1174,330000,2013,MA(fam)
mm.ace.1174,411293,2014,VisitBritain
mm.ace.1174,290433,2015,VisitBritain
mm.ace.1174,348792,2016,mm.domus.YH0824
mm.ace.1175,624000,2010,MA(fam)
mm.ace.1175,583242,2011,VisitBritain
mm.ace.1175,525443,2012,VisitBritain
mm.ace.1175,563407,2013,VisitBritain
mm.ace.1175,566457,2014,VisitBritain
mm.ace.1175,598851,2015,VisitBritain
mm.ace.1176,2549401,2011,VisitBritain
mm.ace.1176,2400000,2011,MA(fam)
mm.ace.1176,2444296,2012,VisitBritain
mm.ace.1176,2894698,2013,VisitBritain
mm.ace.1176,3081939,2014,VisitBritain
mm.ace.1176,2785249,2015,VisitBritain
mm.ace.1179,15280,2011,MA(fam)
mm.ace.1180,191513,2011,VisitBritain
mm.ace.1180,198308,2012,VisitBritain
mm.ace.1180,236373,2013,VisitBritain
mm.ace.1180,257425,2014,VisitBritain
mm.ace.1180,252960,2014,MA(fam)
mm.ace.1180,270969,2015,VisitBritain
mm.ace.1181,197000,2009,MA(fam)
mm.ace.1182,17262,2013,MA(fam)
mm.ace.1183,9244,2009,MA(fam)
mm.ace.1183,8172,2011,VisitBritain
mm.ace.1183,8655,2012,VisitBritain
mm.ace.1183,0,2013,VisitBritain
mm.ace.1183,DK,2013,VisitBritain
mm.ace.1183,6821,2014,VisitBritain
mm.ace.1183,19177,2015,VisitBritain
mm.ace.1183,30906,2016,mm.ace.1183
mm.ace.1190,10217,2015,MA(fam)
mm.ace.1191,825,2014,MA(fam)
mm.ace.1192,17212,2015,MA(fam)
mm.ace.1192,16380,2016,mm.ace.1192
mm.ace.1193,5834,2012,MA(fam)
mm.ace.1195,218000,2011,VisitBritain
mm.ace.1195,193000,2012,VisitBritain
mm.ace.1195,183000,2013,VisitBritain
mm.ace.1195,210000,2013,MA(fam)
mm.ace.1195,283997,2014,VisitBritain
mm.ace.1195,208011,2015,VisitBritain
mm.ace.1197,73000,2010,MA(fam)
mm.ace.1197,799801,2016,mm.ace.1197
mm.ace.1198,49000,2011,VisitBritain
mm.ace.1198,75900,2012,VisitBritain
mm.ace.1198,82300,2013,VisitBritain
mm.ace.1198,89981,2014,VisitBritain
mm.ace.1198,95000,2015,VisitBritain
mm.ace.1199,9929,2014,MA(fam)
mm.ace.1200,40454,2016,mm.ace.1200
mm.ace.1202,24940,2011,VisitBritain
mm.ace.1202,25109,2012,VisitBritain
mm.ace.1202,26126,2013,VisitBritain
mm.ace.1202,24483,2014,VisitBritain
mm.ace.1202,3727,2015,VisitBritain
mm.ace.1204,6500,2007,MA(fam)
mm.ace.1204,8146,2011,VisitBritain
mm.ace.1204,8005,2012,VisitBritain
mm.ace.1204,10395,2013,VisitBritain
mm.ace.1204,9296,2014,VisitBritain
mm.ace.1204,10411,2015,VisitBritain
mm.ace.1204,10600,2016,mm.ace.1204
mm.ace.1205,133425,2011,VisitBritain
mm.ace.1205,112313,2012,VisitBritain
mm.ace.1205,131733,2013,VisitBritain
mm.ace.1205,133945,2014,VisitBritain
mm.ace.1205,134198,2015,VisitBritain
mm.ace.1205,165147,2016,National Trust Annual Report
mm.ace.1205,165147,2016,"National Trust Annual Report, 2016/2051"
mm.ace.1208,32192,2011,VisitBritain
mm.ace.1208,32774,2012,VisitBritain
mm.ace.1208,29751,2013,VisitBritain
mm.ace.1208,31386,2014,VisitBritain
mm.ace.1208,31357,2015,VisitBritain
mm.ace.1209,38335,2011,VisitBritain
mm.ace.1209,0,2012,VisitBritain
mm.ace.1209,DK,2012,VisitBritain
mm.ace.1209,0,2013,VisitBritain
mm.ace.1209,39250,2013,MA(fam)
mm.ace.1209,DK,2013,VisitBritain
mm.ace.1209,40374,2014,VisitBritain
mm.ace.1209,48728,2015,VisitBritain
mm.ace.1210,4000,2011,VisitBritain
mm.ace.1210,4000,2012,VisitBritain
mm.ace.1210,3200,2013,VisitBritain
mm.ace.1210,3200,2014,VisitBritain
mm.ace.1210,3050,2015,VisitBritain
mm.ace.1211,4140,2011,VisitBritain
mm.ace.1211,3760,2012,VisitBritain
mm.ace.1211,3760,2012,MA(fam)
mm.ace.1211,4496,2013,VisitBritain
mm.ace.1211,5041,2014,VisitBritain
mm.ace.1211,7435,2015,VisitBritain
mm.ace.1213,10000,2014,MA(fam)
mm.ace.1214,12050,2016,mm.ace.1214
mm.ace.1220,34946,2011,VisitBritain
mm.ace.1220,0,2012,VisitBritain
mm.ace.1220,DK,2012,VisitBritain
mm.ace.1220,32980,2013,VisitBritain
mm.ace.1220,32277,2014,VisitBritain
mm.ace.1220,31757,2015,VisitBritain
mm.ace.1223,240521,2016,mm.ace.1223
mm.ace.1225,26486,2011,VisitBritain
mm.ace.1225,27658,2012,VisitBritain
mm.ace.1225,0,2013,VisitBritain
mm.ace.1225,DK,2013,VisitBritain
mm.ace.1225,35102,2014,VisitBritain
mm.ace.1225,35180,2015,VisitBritain
mm.ace.1226,9830,2004,MA(fam)
mm.ace.1228,27456,2011,VisitBritain
mm.ace.1228,23909,2012,VisitBritain
mm.ace.1228,27210,2013,VisitBritain
mm.ace.1228,24945,2014,VisitBritain
mm.ace.1228,31259,2015,VisitBritain
mm.ace.1231,402424,2011,VisitBritain
mm.ace.1231,446753,2012,VisitBritain
mm.ace.1231,448012,2013,VisitBritain
mm.ace.1231,368113,2014,VisitBritain
mm.ace.1231,460161,2015,VisitBritain
mm.ace.1231,382757,2016,MA(fam)
mm.ace.1233,5000,2012,MA(fam)
mm.ace.1234,2085,2016,mm.ace.1234
mm.ace.1235,45000,2005,MA(fam)
mm.ace.1236,4521,2016,mm.ace.1236
mm.ace.1243,5000,2011,MA(fam)
mm.ace.1243,1636,2016,mm.ace.1243
mm.ace.1244,1288,2016,mm.ace.1244
mm.ace.1246,102000,2016,MA(fam)
mm.ace.1247,3669,2016,mm.ace.1247
mm.ace.1248,750,2016,mm.ace.1248
mm.ace.1249,6000,2014,MA(fam)
mm.ace.1249,5598,2016,mm.ace.1249
mm.ace.1250,0,2011,VisitBritain
mm.ace.1250,DK,2011,VisitBritain
mm.ace.1250,0,2012,VisitBritain
mm.ace.1250,DK,2012,VisitBritain
mm.ace.1250,0,2013,VisitBritain
mm.ace.1250,DK,2013,VisitBritain
mm.ace.1250,5458,2014,VisitBritain
mm.ace.1250,6452,2015,VisitBritain
mm.ace.1250,1412,2016,mm.ace.1250
mm.ace.1251,33207,2003,MA(fam)
mm.ace.1252,1413,2016,mm.ace.1252
mm.ace.1253,41403,2011,VisitBritain
mm.ace.1253,42760,2012,VisitBritain
mm.ace.1253,78412,2013,VisitBritain
mm.ace.1253,106861,2014,VisitBritain
mm.ace.1253,107531,2015,VisitBritain
mm.ace.1254,850000,2013,MA(fam)
mm.ace.1256,546540,2016,MA(fam)
mm.ace.1257,172823,2011,VisitBritain
mm.ace.1257,123947,2012,VisitBritain
mm.ace.1257,176284,2013,VisitBritain
mm.ace.1257,188684,2014,VisitBritain
mm.ace.1257,206642,2015,VisitBritain
mm.ace.1257,80352,2016,MA(fam)
mm.ace.1259,7800,2011,VisitBritain
mm.ace.1259,8000,2012,VisitBritain
mm.ace.1259,10000,2013,VisitBritain
mm.ace.1259,9000,2014,VisitBritain
mm.ace.1259,9000,2015,VisitBritain
mm.ace.1259,10933,2016,mm.ace.1259
mm.ace.1260,14916,2009,MA(fam)
mm.ace.1261,0,2011,VisitBritain
mm.ace.1261,DK,2011,VisitBritain
mm.ace.1261,0,2012,VisitBritain
mm.ace.1261,DK,2012,VisitBritain
mm.ace.1261,78997,2013,VisitBritain
mm.ace.1261,64378,2014,VisitBritain
mm.ace.1261,70459,2015,VisitBritain
mm.ace.1261,80000,2016,MA(fam)
mm.ace.1263,247577,2011,VisitBritain
mm.ace.1263,258067,2012,VisitBritain
mm.ace.1263,243897,2013,VisitBritain
mm.ace.1263,212000,2014,VisitBritain
mm.ace.1263,245246,2015,VisitBritain
mm.ace.1264,43000,2009,MA(fam)
mm.ace.1264,26996,2011,VisitBritain
mm.ace.1264,42394,2012,VisitBritain
mm.ace.1264,42790,2013,VisitBritain
mm.ace.1264,44568,2014,VisitBritain
mm.ace.1264,46249,2015,VisitBritain
mm.ace.1268,37512,2011,VisitBritain
mm.ace.1268,38851,2012,VisitBritain
mm.ace.1268,39000,2013,VisitBritain
mm.ace.1268,36624,2014,VisitBritain
mm.ace.1268,45702,2015,VisitBritain
mm.ace.1275,700,2015,MA(fam)
mm.ace.1277,2530,2009,MA(fam)
mm.ace.1278,140000,2011,VisitBritain
mm.ace.1278,140000,2012,VisitBritain
mm.ace.1278,155000,2013,VisitBritain
mm.ace.1278,195717,2014,VisitBritain
mm.ace.1278,286000,2015,MA(fam)
mm.ace.1278,286195,2015,VisitBritain
mm.ace.1282,1000,2009,MA(fam)
mm.ace.1282,1100,2016,mm.ace.1282
mm.ace.1285,6500,2016,mm.ace.1285
mm.ace.1286,1417,2016,mm.ace.1286
mm.ace.1287,700,2011,VisitBritain
mm.ace.1287,515,2012,VisitBritain
mm.ace.1287,469,2013,VisitBritain
mm.ace.1287,2106,2014,VisitBritain
mm.ace.1287,1328,2015,VisitBritain
mm.ace.1287,933,2016,mm.ace.1287
mm.ace.1288,4032,2016,mm.ace.1288
mm.ace.1291,545,2016,mm.ace.1291
mm.ace.1292,933,2016,mm.ace.1292
mm.ace.1293,10359,2016,mm.ace.1293
mm.ace.135,15870,2013,MA(fam)
mm.ace.164,430366,2016,MA(fam)
mm.ace.203,104354,2013,MA(fam)
mm.ace.324,60525,2010,MA(fam)
mm.ace.380,29806,2016,mm.ace.380
mm.ace.390,12000,1994,domus
mm.ace.390,12000,1995,domus
mm.ace.390,6500,1997,domus
mm.ace.390,7800,1998,domus
mm.ace.390,6000,2013,MA(fam)
mm.ace.390,3417,2016,mm.ace.390
mm.ace.399,46109,2009,MA(fam)
mm.ace.504,12040,2016,mm.ace.504
mm.ace.516,29551,2013,MA(fam)
mm.ace.569,30000,2011,MA(fam)
mm.aim.0005,27947,2012,MA(fam)
mm.aim.0044,0,2011,VisitBritain
mm.aim.0044,DK,2011,VisitBritain
mm.aim.0044,37891,2012,VisitBritain
mm.aim.0044,40377,2013,VisitBritain
mm.aim.0044,33950,2014,VisitBritain
mm.aim.0044,33071,2015,VisitBritain
mm.aim.0054,135736,2011,VisitBritain
mm.aim.0054,125416,2012,VisitBritain
mm.aim.0054,119149,2013,VisitBritain
mm.aim.0054,137426,2014,VisitBritain
mm.aim.0054,145257,2015,VisitBritain
mm.aim.0057,117920,2012,MA(fam)
mm.aim.0058,2114,2011,VisitBritain
mm.aim.0058,2464,2012,VisitBritain
mm.aim.0058,2017,2013,VisitBritain
mm.aim.0058,2170,2014,VisitBritain
mm.aim.0058,1200,2015,VisitBritain
mm.aim.0060,3200,2016,MA(fam)
mm.aim.0067,1781,2011,VisitBritain
mm.aim.0067,1330,2012,VisitBritain
mm.aim.0067,1342,2013,VisitBritain
mm.aim.0067,1800,2014,VisitBritain
mm.aim.0067,2374,2015,VisitBritain
mm.aim.0105,12000,2009,MA(fam)
mm.aim.0117,0,2011,VisitBritain
mm.aim.0117,DK,2011,VisitBritain
mm.aim.0117,0,2012,VisitBritain
mm.aim.0117,DK,2012,VisitBritain
mm.aim.0117,0,2013,VisitBritain
mm.aim.0117,DK,2013,VisitBritain
mm.aim.0117,6703,2014,VisitBritain
mm.aim.0117,5540,2015,VisitBritain
mm.aim.0135,6000,2012,MA(fam)
mm.aim.0155,4000,2011,VisitBritain
mm.aim.0155,5000,2012,VisitBritain
mm.aim.0155,6000,2013,VisitBritain
mm.aim.0155,7600,2014,VisitBritain
mm.aim.0155,7200,2015,VisitBritain
mm.aim.0161,66753,2011,MA(fam)
mm.aim.0172,0,2011,VisitBritain
mm.aim.0172,DK,2011,VisitBritain
mm.aim.0172,2763,2012,VisitBritain
mm.aim.0172,10372,2013,VisitBritain
mm.aim.0172,6846,2014,VisitBritain
mm.aim.0172,7405,2015,VisitBritain
mm.aim.0173,2316,2011,VisitBritain
mm.aim.0173,2191,2012,VisitBritain
mm.aim.0173,2359,2013,VisitBritain
mm.aim.0173,2166,2014,VisitBritain
mm.aim.0173,2386,2015,VisitBritain
mm.aim.0207,62250,2011,VisitBritain
mm.aim.0207,0,2012,VisitBritain
mm.aim.0207,DK,2012,VisitBritain
mm.aim.0207,56812,2013,VisitBritain
mm.aim.0207,61000,2014,VisitBritain
mm.aim.0207,51000,2015,VisitBritain
mm.aim.0213,2567,2008,MA(fam)
mm.aim.0213,1609,2011,VisitBritain
mm.aim.0213,1851,2012,VisitBritain
mm.aim.0213,1275,2013,VisitBritain
mm.aim.0213,1153,2014,VisitBritain
mm.aim.0213,1461,2015,VisitBritain
mm.aim.0218,19485,2011,VisitBritain
mm.aim.0218,22799,2012,VisitBritain
mm.aim.0218,20403,2013,VisitBritain
mm.aim.0218,24102,2014,VisitBritain
mm.aim.0218,17040,2015,VisitBritain
mm.aim.0219,14668,2016,MA(fam)
mm.aim.0234,60000,2015,MA(fam)
mm.aim.0244,4500,2011,VisitBritain
mm.aim.0244,4500,2012,VisitBritain
mm.aim.0244,4500,2013,VisitBritain
mm.aim.0244,4000,2014,VisitBritain
mm.aim.0244,3500,2015,VisitBritain
mm.aim.0269,14990,2011,VisitBritain
mm.aim.0269,19474,2012,VisitBritain
mm.aim.0269,14028,2013,VisitBritain
mm.aim.0269,20987,2014,VisitBritain
mm.aim.0269,16922,2015,VisitBritain
mm.aim.0282,8000,2016,MA(fam)
mm.aim.0292,5000,2002,Scottish National Audit
mm.aim.0292,3500,2007,MA(fam)
mm.aim.0300,0,2011,VisitBritain
mm.aim.0300,DK,2011,VisitBritain
mm.aim.0300,0,2012,VisitBritain
mm.aim.0300,DK,2012,VisitBritain
mm.aim.0300,0,2013,VisitBritain
mm.aim.0300,DK,2013,VisitBritain
mm.aim.0300,17700,2014,VisitBritain
mm.aim.0300,17700,2015,VisitBritain
mm.aim.0310,11000,2016,MA(fam)
mm.aim.0336,2752,2011,VisitBritain
mm.aim.0336,2331,2012,VisitBritain
mm.aim.0336,2060,2013,VisitBritain
mm.aim.0336,2064,2014,VisitBritain
mm.aim.0336,3500,2015,MA(fam)
mm.aim.0336,2354,2015,VisitBritain
mm.aim.0340,76253,2016,MA(fam)
mm.aim.0370,20000,2004,MA(fam)
mm.aim.0393,3889,2011,VisitBritain
mm.aim.0393,3815,2012,VisitBritain
mm.aim.0393,4079,2013,VisitBritain
mm.aim.0393,3906,2014,VisitBritain
mm.aim.0393,4259,2015,VisitBritain
mm.aim.0410,1000,2015,MA(fam)
mm.aim.0420,0,2011,VisitBritain
mm.aim.0420,DK,2011,VisitBritain
mm.aim.0420,0,2012,VisitBritain
mm.aim.0420,DK,2012,VisitBritain
mm.aim.0420,6370,2013,VisitBritain
