event_stage_in_path,super_event_causes,original_collection_id,event_type,recipient_county,sender_town,recipient_name,initial_museum_subject_matter,collection_id,sender_governance,initial_museum_sector,destination_country,destination_id,recipient_postcode,sender_size,collection_status,event_is_end_of_existence,sender_sector,sender_core_type,sender_county,super_event_date,sender_governance_broad,parent_collection_id,collection_size,collection_estimated_size_max,event_date_from,initial_museum_general_type,recipient_town,collection_estimated_size,destination_longitute,origin_longitute,ancestor_collections,sender_accreditation,initial_museum_id,sender_id,sender_general_type,initial_museum_accreditation,initial_museum_type,super_event_id,super_event_cause_types,initial_museum_town,recipient_id,destination_latitude,previous_event_id,event_id,sender_subject,sender_name,sender_country,sender_region,sender_type,collection_types,origin_latitude,initial_museum_governance,collection_description,sender_postcode,destination_region,event_date_to,initial_museum_size,collection_estimated_size_min,initial_museum_country,event_core_type,recipient_general_type,initial_museum_subject_matter_broad,recipient_core_type,origin_region,recipient_governance,recipient_type,recipient_sector,recipient_governance_broad,event_is_change_of_ownership,event_is_change_of_custody,origin_country,initial_museum_region,initial_museum_core_type,event_date,initial_museum_governance_broad,initial_museum_name
0,falling visitor numbers,cm2bafim-remainder,stored,,Guernsey,,Rural_Industry-Farming,cm2bafim-remainder,Unknown,unknown,,,,small,collection,False,unknown,museum,NA,2005,Unknown,,some,4000.0,,organisation,,1250.0,,,['cm2bafim-remainder'],Unaccredited,mm.misc.060,museummm.misc.060,organisation,Unaccredited,museum,cm2,low visitor numbers - other - other,Guernsey,,,,event1,Rural_Industry,Brooklands Agricultural Farm Implements Museum,Channel Islands,Channel Islands,museum,"['agricultural tool', 'hand tool']",,Unknown,included dairy tools,GY5 7LS,,,small,100.0,Channel Islands,stored,,Rural_Industry,,,,,,,False,False,,Channel Islands,museum,2005,Unknown,Brooklands Agricultural Farm Implements Museum
0,falling visitor numbers,cm2bafim,destroyed-fire,,Guernsey,unknown no recipient 2,Rural_Industry-Farming,cm2bafim,Unknown,unknown,,,,small,collection,True,unknown,museum,NA,2005,Unknown,,most,10000.0,,organisation,,4000.0,,,['cm2bafim'],Unaccredited,mm.misc.060,museummm.misc.060,organisation,Unaccredited,museum,cm2,low visitor numbers - other - other,Guernsey,unknown_no recipient_2,,,event2,Rural_Industry,Brooklands Agricultural Farm Implements Museum,Channel Islands,Channel Islands,museum,"['agricultural tool', 'hand tool']",,Unknown,included dairy tools,GY5 7LS,,,small,600.0,Channel Islands,damaged/destroyed,no recipient,Rural_Industry,no recipient,,,no recipient,unknown,,False,False,,Channel Islands,museum,2008,Unknown,Brooklands Agricultural Farm Implements Museum
0,Funding cut external,cm3pdc-cer,loaned,NA,London,British Museum,Arts-Ceramics,cm3pdc-cer,University,university,England,place4127,WC1B 3DG,medium,loan,False,university,museum,NA,2010,University,,some,20000.0,,organisation,London,7500.0,,,['cm3pdc-cer'],Unaccredited,mm.domus.SE387,museummm.domus.SE387,organisation,Unaccredited,museum,cm3,financial - funding cut - external funding cut,London,bm,,,event4,Arts,"Percival David Foundation Of Chinese Art, University Of London",England,London (English Region),museum,['ceramic'],,University,,WC1H 0PD,,,medium,1000.0,England,loaned,organisation,Arts,museum,,National,museum,public,National,False,True,England,London (English Region),museum,2010,University,"Percival David Foundation Of Chinese Art, University Of London"
1,Funding cut external,cm3pdc-cer,displayed,,London,,Arts-Ceramics,cm3pdc-cer,National,university,,,,huge,loan,False,public,museum,NA,2010,National,,some,20000.0,,organisation,,7500.0,,,['cm3pdc-cer'],Accredited,mm.domus.SE387,bm,organisation,Unaccredited,museum,cm3,financial - funding cut - external funding cut,London,,,event4,event5,Mixed,British Museum,England,London (English Region),museum,['ceramic'],,University,,WC1B 3DG,,,medium,1000.0,England,used,,Arts,,,,,,,False,False,,London (English Region),museum,2010,University,"Percival David Foundation Of Chinese Art, University Of London"
0,Funding cut external,cm3pdc-books,loaned,,London,School of Oriental and African Studies,Arts-Ceramics,cm3pdc-books,University,university,,place774,WC1H 0XG,medium,loan,False,university,museum,NA,2010,University,,some,20000.0,,organisation,London,7500.0,,,['cm3pdc-books'],Unaccredited,mm.domus.SE387,museummm.domus.SE387,organisation,Unaccredited,museum,cm3,financial - funding cut - external funding cut,London,soas,,,event6,Arts,"Percival David Foundation Of Chinese Art, University Of London",England,London (English Region),museum,['book'],,University,,WC1H 0PD,,,medium,1000.0,England,loaned,organisation,Arts,education/research,,,university,university,,False,True,England,London (English Region),museum,2010,University,"Percival David Foundation Of Chinese Art, University Of London"
0,Funding cut external,cm3pdc-hand,stored,,London,,Arts-Ceramics,cm3pdc-hand,University,university,,,,medium,handling,False,university,museum,NA,2010,University,,some,20000.0,,organisation,,7500.0,,,['cm3pdc-hand'],Unaccredited,mm.domus.SE387,museummm.domus.SE387,organisation,Unaccredited,museum,cm3,financial - funding cut - external funding cut,London,,,,event7,Arts,"Percival David Foundation Of Chinese Art, University Of London",England,London (English Region),museum,['ceramic'],,University,,WC1H 0PD,,,medium,1000.0,England,stored,,Arts,,,,,,,False,False,,London (English Region),museum,2010,University,"Percival David Foundation Of Chinese Art, University Of London"
1,Funding cut external,cm3pdc-hand,used-teaching,,London,,Arts-Ceramics,cm3pdc-hand-1,,university,,,,,handling,False,university,education/research,,2010,,cm3pdc-hand,some,20000.0,,organisation,,7500.0,,,"['cm3pdc-hand-1', 'cm3pdc-hand']",,mm.domus.SE387,soas,organisation,Unaccredited,museum,cm3,financial - funding cut - external funding cut,London,,,event7,event8,,School of Oriental and African Studies,,,university,[''],,University,,WC1H 0XG,,,medium,1000.0,England,used,,Arts,,,,,,,False,False,,London (English Region),museum,2010,University,"Percival David Foundation Of Chinese Art, University Of London"
1,Funding cut external,cm3pdc-books,given,,London,School of Oriental and African Studies,Arts-Ceramics,cm3pdc-books,,university,,place774,WC1H 0XG,,loan,False,university,education/research,,2010,,,some,20000.0,,organisation,London,7500.0,,,['cm3pdc-books'],,mm.domus.SE387,soas,organisation,Unaccredited,museum,cm3,financial - funding cut - external funding cut,London,soas,,event6,event9,,School of Oriental and African Studies,,,university,['book'],,University,,WC1H 0XG,,,medium,1000.0,England,free-transfer,organisation,Arts,education/research,,,university,university,,True,True,,London (English Region),museum,2023,University,"Percival David Foundation Of Chinese Art, University Of London"
1,Funding cut external,cm3pdc-hand,given,,London,School of Oriental and African Studies,Arts-Ceramics,cm3pdc-hand,,university,,place774,WC1H 0XG,,handling,False,university,education/research,,2010,,,some,20000.0,,organisation,London,7500.0,,,['cm3pdc-hand'],,mm.domus.SE387,soas,organisation,Unaccredited,museum,cm3,financial - funding cut - external funding cut,London,soas,,event7,event10,,School of Oriental and African Studies,,,university,['ceramic'],,University,,WC1H 0XG,,,medium,1000.0,England,free-transfer,organisation,Arts,education/research,,,university,university,,True,True,England,London (English Region),museum,2023,University,"Percival David Foundation Of Chinese Art, University Of London"
0,Funding cut external,cm3pdc-stands,given,NA,London,Library And Museum Freemasonry,Arts-Ceramics,cm3pdc-stands,University,university,England,place1511,WC2B 5AZ,medium,museum-stuff,False,university,museum,NA,2010,University,,some,20000.0,,organisation,London,7500.0,,,['cm3pdc-stands'],Unaccredited,mm.domus.SE387,museummm.domus.SE387,organisation,Unaccredited,museum,cm3,financial - funding cut - external funding cut,London,museum-freemasonry,,,event11,Arts,"Percival David Foundation Of Chinese Art, University Of London",England,London (English Region),museum,['stand'],,University,perspex display stands,WC1H 0PD,,,medium,1000.0,England,free-transfer,organisation,Arts,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,London (English Region),museum,2010,University,"Percival David Foundation Of Chinese Art, University Of London"
0,too few visitors; repurposing of space,cm4fdfm-romany,sent-to-auction,,Andover,unknown actor 13,Rural_Industry-Farming,cm4fdfm-romany,Private,private,,place1,,small,collection,False,private,museum,Hampshire,2011,Private,,some,4000.0,,organisation,,1250.0,,,['cm4fdfm-romany'],Unaccredited,mm.aim82NM.133,museummm.aim82NM.133,organisation,Unaccredited,museum,cm4,low visitor numbers - other - other; loss of premises - change of use - space repurposed,Andover,unknown_actor_13,,,event13,Rural_Industry,Finkley Down Farm Museum,England,South East (English Region),museum,['horse-drawn vehicle'],,Private,Romany caravans,SP11 6NF,,,small,100.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,?,Private,Finkley Down Farm Museum
0,too few visitors; repurposing of space,cm4fdfm-mann,used-set_dressing,,Andover,,Rural_Industry-Farming,cm4fdfm-mann,Private,private,,,,small,museum-stuff,False,private,museum,Hampshire,2011,Private,,some,4000.0,,organisation,,1250.0,,,['cm4fdfm-mann'],Unaccredited,mm.aim82NM.133,museummm.aim82NM.133,organisation,Unaccredited,museum,cm4,low visitor numbers - other - other; loss of premises - change of use - space repurposed,Andover,,,,event14,Rural_Industry,Finkley Down Farm Museum,England,South East (English Region),museum,['mannequin'],,Private,,SP11 6NF,,,small,100.0,England,used,,Rural_Industry,,,,,,,False,False,,South East (English Region),museum,?,Private,Finkley Down Farm Museum
0,too few visitors; repurposing of space,cm4fdfm-misc,destroyed-fire,,Andover,unknown no recipient 15,Rural_Industry-Farming,cm4fdfm-misc,Private,private,,,,small,collection,True,private,museum,Hampshire,2011,Private,,some,4000.0,,organisation,,1250.0,,,['cm4fdfm-misc'],Unaccredited,mm.aim82NM.133,museummm.aim82NM.133,organisation,Unaccredited,museum,cm4,low visitor numbers - other - other; loss of premises - change of use - space repurposed,Andover,unknown_no recipient_15,,,event15,Rural_Industry,Finkley Down Farm Museum,England,South East (English Region),museum,['miscellaneous'],,Private,,SP11 6NF,,,small,100.0,England,damaged/destroyed,no recipient,Rural_Industry,no recipient,,,no recipient,unknown,,False,False,,South East (English Region),museum,?,Private,Finkley Down Farm Museum
0,too few visitors; repurposing of space,cm4fdfm-agri,used-set_dressing,,Andover,,Rural_Industry-Farming,cm4fdfm-agri,Private,private,,,,small,collection,False,private,museum,Hampshire,2011,Private,,some,4000.0,,organisation,,1250.0,,,['cm4fdfm-agri'],Unaccredited,mm.aim82NM.133,museummm.aim82NM.133,organisation,Unaccredited,museum,cm4,low visitor numbers - other - other; loss of premises - change of use - space repurposed,Andover,,,,event16,Rural_Industry,Finkley Down Farm Museum,England,South East (English Region),museum,"['plough', 'agricultural machinery']",,Private,,SP11 6NF,,,small,100.0,England,used,,Rural_Industry,,,,,,,False,False,,South East (English Region),museum,?,Private,Finkley Down Farm Museum
0,redevelopment of site,cm5wpt-onyx,acquired by liquidation,,Wirral,Mersey Docks and Harbour Company,War_and_conflict-Military,cm5wpt-onyx,Independent-Not_for_profit,third,,,L21 1LA,small,collection,False,third,museum,NA,2006,Independent,,some,,,organisation,Liverpool,,,,['cm5wpt-onyx'],Unaccredited,mm.wiki.278,museummm.wiki.278,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,mdhc,,,event18,War_and_conflict,Warship Preservation Trust,England,North West (English Region),museum,['attack submarine'],,Independent-Not_for_profit,,CH41 1DP,,,small,,England,free-transfer,organisation,War_and_conflict,transport provider,,,dock management company,private,,True,False,,North West (English Region),museum,2006,Independent,Warship Preservation Trust
1,redevelopment of site,cm5wpt-onyx,direct sale,,Liverpool,Person0,War_and_conflict-Military,cm5wpt-onyx,,third,,place187,,,collection,False,private,transport provider,,2006,,,some,,,organisation,Barrow-in-Furness,,,,['cm5wpt-onyx'],,mm.wiki.278,mdhc,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,p0,,event18,event19,,Mersey Docks and Harbour Company,,,dock management company,['attack submarine'],,Independent-Not_for_profit,,L21 1LA,,,small,,England,sold,individual,War_and_conflict,individual,,,individual,private,,True,True,England,North West (English Region),museum,2006-05,Independent,Warship Preservation Trust
2,redevelopment of site,cm5wpt-onyx,moved,,Barrow-in-Furness,Submarine Heritage Centre Trust,War_and_conflict-Military,cm5wpt-onyx,,third,,place111,LA13 OLJ,,collection,False,private,individual,,2006,,,some,,,organisation,Barrow-in-Furness,,,,['cm5wpt-onyx'],,mm.wiki.278,p0,individual,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,shc-barrow,,event19,event20,,Person0,,,individual,['attack submarine'],,Independent-Not_for_profit,,,,,small,,England,moved,organisation,War_and_conflict,other organisation,,,charity,third,,False,True,,North West (English Region),museum,2006-06,Independent,Warship Preservation Trust
3,redevelopment of site,cm5wpt-onyx,acquired by liquidation,,Barrow-in-Furness,Unnamed liquidators,War_and_conflict-Military,cm5wpt-onyx,,third,,place1,,,collection,False,third,other organisation,,2006,,,some,,,organisation,,,,,['cm5wpt-onyx'],,mm.wiki.278,shc-barrow,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,shc-liquidators,,event20,event21,,Submarine Heritage Centre Trust,,,charity,['attack submarine'],,Independent-Not_for_profit,,LA13 OLJ,,,small,,England,free-transfer,organisation,War_and_conflict,trader,,,liquidator,private,,True,True,,North West (English Region),museum,2014,Independent,Warship Preservation Trust
4,redevelopment of site,cm5wpt-onyx,direct sale,,,Unnamed scrap merchant,War_and_conflict-Military,cm5wpt-onyx,,third,Scotland,place701,,,collection,False,private,trader,,2006,,,some,,,organisation,Rosneath,,,,['cm5wpt-onyx'],,mm.wiki.278,shc-liquidators,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,hmsonyxscrap,,event21,event22,,Unnamed liquidators,,,liquidator,['attack submarine'],,Independent-Not_for_profit,,,,,small,,England,sold,organisation,War_and_conflict,trader,,,scrapyard,private,,True,True,,North West (English Region),museum,2014,Independent,Warship Preservation Trust
5,redevelopment of site,cm5wpt-onyx,scrapped,,Rosneath,Unnamed scrap merchant,War_and_conflict-Military,cm5wpt-onyx,,third,,,,,collection,True,private,trader,,2006,,,some,,,organisation,Rosneath,,,,['cm5wpt-onyx'],,mm.wiki.278,hmsonyxscrap,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,hmsonyxscrap,,event22,event23,,Unnamed scrap merchant,,,scrapyard,['attack submarine'],,Independent-Not_for_profit,,,,,small,,England,damaged/destroyed,organisation,War_and_conflict,trader,,,scrapyard,private,,False,False,,North West (English Region),museum,2014,Independent,Warship Preservation Trust
0,redevelopment of site,cm5wpt-plymouth,acquired by liquidation,,Wirral,Mersey Docks and Harbour Company,War_and_conflict-Military,cm5wpt-plymouth,Independent-Not_for_profit,third,,place142,L21 1LA,small,collection,False,third,museum,NA,2006,Independent,,some,,,organisation,Liverpool,,,,['cm5wpt-plymouth'],Unaccredited,mm.wiki.278,museummm.wiki.278,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,mdhc,,,event24,War_and_conflict,Warship Preservation Trust,England,North West (English Region),museum,['frigate'],,Independent-Not_for_profit,,CH41 1DP,,,small,,England,free-transfer,organisation,War_and_conflict,transport provider,,,dock management company,private,,True,True,England,North West (English Region),museum,2006,Independent,Warship Preservation Trust
1,redevelopment of site,cm5wpt-plymouth,transferred,,Liverpool,Wirral Council,War_and_conflict-Military,cm5wpt-plymouth-bell_etc,,third,,place290,CH41 5EU,,collection,False,private,transport provider,,2006,,cm5wpt-plymouth,few,1000.0,,organisation,Birkenhead,250.0,,,"['cm5wpt-plymouth-bell_etc', 'cm5wpt-plymouth']",,mm.wiki.278,mdhc,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,wirral-council,,event24,event25,,Mersey Docks and Harbour Company,,,dock management company,"['miscellaneous', ""ship's bell""]",,Independent-Not_for_profit,,L21 1LA,,,small,10.0,England,free-transfer,organisation,War_and_conflict,civic organisation,,,local authority,public,,True,True,,North West (English Region),museum,2012,Independent,Warship Preservation Trust
1,redevelopment of site,cm5wpt-plymouth,transferred,,Liverpool,Wirral Council,War_and_conflict-Military,cm5wpt-plymouth-chapel_etc,,third,,place290,CH41 5EU,,collection,False,private,transport provider,,2006,,cm5wpt-plymouth,few,1000.0,,organisation,Birkenhead,250.0,,,"['cm5wpt-plymouth-chapel_etc', 'cm5wpt-plymouth']",,mm.wiki.278,mdhc,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,wirral-council,,event24,event26,,Mersey Docks and Harbour Company,,,dock management company,"['chapel', 'ship plaque']",,Independent-Not_for_profit,,L21 1LA,,,small,10.0,England,free-transfer,organisation,War_and_conflict,civic organisation,,,local authority,public,,True,True,,North West (English Region),museum,2012,Independent,Warship Preservation Trust
2,redevelopment of site,cm5wpt-plymouth,transferred,NA,Birkenhead,"National Museum of The Royal Navy, Portsmouth",War_and_conflict-Military,cm5wpt-plymouth-bell_etc,,third,England,place2641,PO1 3NH,,collection,False,public,civic organisation,,2006,,cm5wpt-plymouth,few,1000.0,,organisation,Portsmouth,250.0,,,"['cm5wpt-plymouth-bell_etc', 'cm5wpt-plymouth']",,mm.wiki.278,wirral-council,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,nmrn,,event25,event27,,Wirral Council,,,local authority,"['miscellaneous', ""ship's bell""]",,Independent-Not_for_profit,,CH41 5EU,,,small,10.0,England,free-transfer,organisation,War_and_conflict,museum,,National,museum,public,National,True,True,,North West (English Region),museum,2013,Independent,Warship Preservation Trust
2,redevelopment of site,cm5wpt-plymouth,transferred,NA,Birkenhead,Fort Perch Rock Museum,War_and_conflict-Military,cm5wpt-plymouth-chapel_etc,,third,England,place4475,CH45 2JU,,collection,False,public,civic organisation,,2006,,cm5wpt-plymouth,few,1000.0,,organisation,Wirral,250.0,,,"['cm5wpt-plymouth-chapel_etc', 'cm5wpt-plymouth']",,mm.wiki.278,wirral-council,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,fort_perch_rock,,event26,event28,,Wirral Council,,,local authority,"['chapel', 'ship plaque']",,Independent-Not_for_profit,,CH41 5EU,,,small,10.0,England,free-transfer,organisation,War_and_conflict,museum,,Private,museum,private,Private,True,True,,North West (English Region),museum,2013,Independent,Warship Preservation Trust
1,redevelopment of site,cm5wpt-plymouth,direct sale,,Liverpool,Unnamed scrap yard,War_and_conflict-Military,cm5wpt-plymouth,,third,Turkey,place700,,,collection,False,private,transport provider,,2006,,,some,,,organisation,Aliağa,,,,['cm5wpt-plymouth'],,mm.wiki.278,mdhc,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,hmsplymouthscrap,,event24,event29,,Mersey Docks and Harbour Company,,,dock management company,['frigate'],,Independent-Not_for_profit,,L21 1LA,,,small,,England,sold,organisation,War_and_conflict,trader,,,scrapyard,private,,True,True,,North West (English Region),museum,2013/2014,Independent,Warship Preservation Trust
2,redevelopment of site,cm5wpt-plymouth,scrapped,,Aliağa,Unnamed scrap yard,War_and_conflict-Military,cm5wpt-plymouth,,third,,,,,collection,True,private,trader,,2006,,,some,,,organisation,Aliağa,,,,['cm5wpt-plymouth'],,mm.wiki.278,hmsplymouthscrap,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,hmsplymouthscrap,,event29,event30,,Unnamed scrap yard,,,scrapyard,['frigate'],,Independent-Not_for_profit,,,,,small,,England,damaged/destroyed,organisation,War_and_conflict,trader,,,scrapyard,private,,False,False,,North West (English Region),museum,2014,Independent,Warship Preservation Trust
0,redevelopment of site,cm5wpt-bronington,acquired by liquidation,,Wirral,Mersey Docks and Harbour Company,War_and_conflict-Military,cm5wpt-bronington,Independent-Not_for_profit,third,,place142,L21 1LA,small,collection,False,third,museum,NA,2006,Independent,,some,,,organisation,Liverpool,,,,['cm5wpt-bronington'],Unaccredited,mm.wiki.278,museummm.wiki.278,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,mdhc,,,event31,War_and_conflict,Warship Preservation Trust,England,North West (English Region),museum,['minesweeper'],,Independent-Not_for_profit,,CH41 1DP,,,small,,England,free-transfer,organisation,War_and_conflict,transport provider,,,dock management company,private,,True,True,England,North West (English Region),museum,2006,Independent,Warship Preservation Trust
1,redevelopment of site,cm5wpt-bronington,sank,,Liverpool,,War_and_conflict-Military,cm5wpt-bronington,,third,,,,,collection,False,private,transport provider,,2006,,,some,,,organisation,,,,,['cm5wpt-bronington'],,mm.wiki.278,mdhc,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,,,event31,event32,,Mersey Docks and Harbour Company,,,dock management company,['minesweeper'],,Independent-Not_for_profit,,L21 1LA,,,small,,England,damaged/destroyed,,War_and_conflict,,,,,,,False,False,,North West (English Region),museum,2016,Independent,Warship Preservation Trust
0,redevelopment of site,cm5wpt-u534,acquired by liquidation,,Wirral,Mersey Docks and Harbour Company,War_and_conflict-Military,cm5wpt-u534,Independent-Not_for_profit,third,,place142,L21 1LA,small,collection,False,third,museum,NA,2006,Independent,,some,,,organisation,Liverpool,,,,['cm5wpt-u534'],Unaccredited,mm.wiki.278,museummm.wiki.278,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,mdhc,,,event33,War_and_conflict,Warship Preservation Trust,England,North West (English Region),museum,['U-boat'],,Independent-Not_for_profit,,CH41 1DP,,,small,,England,free-transfer,organisation,War_and_conflict,transport provider,,,dock management company,private,,True,True,England,North West (English Region),museum,2006,Independent,Warship Preservation Trust
1,redevelopment of site,cm5wpt-u534,direct sale,,Liverpool,Merseytravel transit authority,War_and_conflict-Military,cm5wpt-u534,,third,,place322,L69 3HN,,collection,False,private,transport provider,,2006,,,some,,,organisation,Liverpool,,,,['cm5wpt-u534'],,mm.wiki.278,mdhc,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,mtta,,event33,event34,,Mersey Docks and Harbour Company,,,dock management company,['U-boat'],,Independent-Not_for_profit,,L21 1LA,,,small,,England,sold,organisation,War_and_conflict,transport provider,,,local authority transport authority,public,,True,True,,North West (English Region),museum,2007,Independent,Warship Preservation Trust
2,redevelopment of site,cm5wpt-u534,modified,,Liverpool,,War_and_conflict-Military,cm5wpt-u534,,third,,,,,collection,False,public,transport provider,,2006,,,some,,,organisation,,,,,['cm5wpt-u534'],,mm.wiki.278,mtta,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,,,event34,event35,,Merseytravel transit authority,,,local authority transport authority,['U-boat'],,Independent-Not_for_profit,,L69 3HN,,,small,,England,modified,,War_and_conflict,,,,,,,False,False,,North West (English Region),museum,2008,Independent,Warship Preservation Trust
3,redevelopment of site,cm5wpt-u534,displayed,,Liverpool,,War_and_conflict-Military,cm5wpt-u534,,third,,,,,collection,False,public,transport provider,,2006,,,some,,,organisation,,,,,['cm5wpt-u534'],,mm.wiki.278,mtta,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,,,event35,event36,,Merseytravel transit authority,,,local authority transport authority,['U-boat'],,Independent-Not_for_profit,,L69 3HN,,,small,,England,used,,War_and_conflict,,,,,,,False,False,,North West (English Region),museum,2008,Independent,Warship Preservation Trust
4,redevelopment of site,cm5wpt-u534,transferred,,Birkenhead,Big Heritage,War_and_conflict-Military,cm5wpt-u534,Unknown,third,,,L2 8SZ,small,collection,False,unknown,museum,NA,2006,Unknown,,some,,,organisation,Liverpool,,,,['cm5wpt-u534'],Unaccredited,mm.wiki.278,ubstory,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,bh_liverpool,,event36,event37,War_and_conflict,U-boat Story,England,North West (English Region),museum,['U-boat'],,Independent-Not_for_profit,,CH41 6DU,,,small,,England,free-transfer,organisation,War_and_conflict,society,,,heritage society,hybrid,,True,False,,North West (English Region),museum,2021,Independent,Warship Preservation Trust
0,redevelopment of site,cm5wpt-lct7074,acquired by liquidation,,Wirral,Mersey Docks and Harbour Company,War_and_conflict-Military,cm5wpt-lct7074,Independent-Not_for_profit,third,,place142,L21 1LA,small,collection,False,third,museum,NA,2006,Independent,,some,,,organisation,Liverpool,,,,['cm5wpt-lct7074'],Unaccredited,mm.wiki.278,museummm.wiki.278,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,mdhc,,,event38,War_and_conflict,Warship Preservation Trust,England,North West (English Region),museum,['landing craft tank'],,Independent-Not_for_profit,,CH41 1DP,,,small,,England,free-transfer,organisation,War_and_conflict,transport provider,,,dock management company,private,,True,True,England,North West (English Region),museum,2006,Independent,Warship Preservation Trust
1,redevelopment of site,cm5wpt-lct7074,sank,,Liverpool,,War_and_conflict-Military,cm5wpt-lct7074,,third,,,,,collection,False,private,transport provider,,2006,,,some,,,organisation,,,,,['cm5wpt-lct7074'],,mm.wiki.278,mdhc,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,,,event38,event39,,Mersey Docks and Harbour Company,,,dock management company,['landing craft tank'],,Independent-Not_for_profit,,L21 1LA,,,small,,England,damaged/destroyed,,War_and_conflict,,,,,,,False,False,,North West (English Region),museum,2006/2014,Independent,Warship Preservation Trust
2,redevelopment of site,cm5wpt-lct7074,salvaged,,Liverpool,,War_and_conflict-Military,cm5wpt-lct7074,,third,,,,,collection,False,private,transport provider,,2006,,,some,,,organisation,,,,,['cm5wpt-lct7074'],,mm.wiki.278,mdhc,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,,,event39,event40,,Mersey Docks and Harbour Company,,,dock management company,['landing craft tank'],,Independent-Not_for_profit,,L21 1LA,,,small,,England,rescued,,War_and_conflict,,,,,,,False,False,,North West (English Region),museum,2014,Independent,Warship Preservation Trust
3,redevelopment of site,cm5wpt-lct7074,restored,,Portsmouth,,War_and_conflict-Military,cm5wpt-lct7074,National,third,,,,large,collection,False,public,museum,NA,2006,National,,some,,2015,organisation,,,,,['cm5wpt-lct7074'],Accredited,mm.wiki.278,nmrn,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,,,event40,event41,War_and_conflict,"National Museum of The Royal Navy, Portsmouth",England,South East (English Region),museum,['landing craft tank'],,Independent-Not_for_profit,,PO1 3NH,,2020,small,,England,modified,,War_and_conflict,,,,,,,False,False,,North West (English Region),museum,,Independent,Warship Preservation Trust
4,redevelopment of site,cm5wpt-lct7074,displayed,,Portsmouth,,War_and_conflict-Military,cm5wpt-lct7074,,third,,,,,collection,False,private,armed forces,,2006,,,some,,,organisation,,,,,['cm5wpt-lct7074'],,mm.wiki.278,baendp,organisation,Unaccredited,museum,cm5,loss of premises - redevelopment - redevelopment of site,Wirral,,,event41,event42,,"BAE Systems Naval Dockyard, Portsmouth",,,naval dockyard,['landing craft tank'],,Independent-Not_for_profit,,PO1 3LS,,,small,,England,used,,War_and_conflict,,,,,,,False,False,,North West (English Region),museum,2020,Independent,Warship Preservation Trust
0,local authority funding cuts,cm6falc-main,left-in-situ,,Forres,,Local_Histories,cm6falc-main,Local_Authority,public,,,,medium,collection,False,public,museum,NA,2019,Local_Authority,,most,50000.0,,organisation,,24000.0,,,['cm6falc-main'],Accredited,mm.domus.SC236,falc-mus,organisation,Accredited,museum,cm6,financial - funding cut - local authority funding cut,Forres,,,,event44,Local_Histories,Falconer Museum,Scotland,Scotland,museum,['miscellaneous'],,Local_Authority,Main Collection,IV36 1PH,,,medium,6000.0,Scotland,left,,Local_Histories,,,,,,,False,False,,Scotland,museum,2019,Local_Authority,Falconer Museum
