event_stage_in_path,super_event_causes,original_collection_id,event_type,recipient_county,sender_town,recipient_name,initial_museum_subject_matter,collection_id,sender_governance,initial_museum_sector,destination_country,destination_id,recipient_postcode,sender_size,collection_status,event_is_end_of_existence,sender_sector,sender_core_type,sender_county,super_event_date,sender_governance_broad,parent_collection_id,collection_size,collection_estimated_size_max,event_date_from,initial_museum_general_type,recipient_town,collection_estimated_size,destination_longitute,origin_longitute,ancestor_collections,sender_accreditation,initial_museum_id,sender_id,sender_general_type,initial_museum_accreditation,initial_museum_type,super_event_id,super_event_cause_types,initial_museum_town,recipient_id,destination_latitude,previous_event_id,event_id,sender_subject,sender_name,sender_country,sender_region,sender_type,collection_types,origin_latitude,initial_museum_governance,collection_description,sender_postcode,destination_region,event_date_to,initial_museum_size,collection_estimated_size_min,initial_museum_country,event_core_type,recipient_general_type,initial_museum_subject_matter_broad,recipient_core_type,origin_region,recipient_governance,recipient_type,recipient_sector,recipient_governance_broad,event_is_change_of_ownership,event_is_change_of_custody,origin_country,initial_museum_region,initial_museum_core_type,event_date,initial_museum_governance_broad,initial_museum_name
0,roof collapsed; museum went into administration due to repair costs,cm161mat-hunslet,transferred,NA,Beverley,Isle Of Wight Steam Railway,War_and_conflict-Military,cm161mat-hunslet,Independent-Not_for_profit,third,England,place1432,PO33 4DS,small,collection,False,third,museum,NA,2003,Independent,,few,,,organisation,Ryde,,,,['cm161mat-hunslet'],Unaccredited,mm.domus.YH163,museummm.domus.YH163,organisation,Unaccredited,museum,cm161,building - condition of building - deterioration; financial - costs - building costs,Beverley,isle-wight-steam,,,event774,War_and_conflict,Museum Of Army Transport,England,Yorkshire and The Humber (English Region),museum,['Hunslet Austerity 0-6-0ST'],,Independent-Not_for_profit,WD198 ‘Royal Engineer’,HU17 0NG,,,small,,England,free-transfer,organisation,War_and_conflict,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,Yorkshire and The Humber (English Region),museum,2008,Independent,Museum Of Army Transport
0,roof collapsed; museum went into administration due to repair costs,cm161mat-waggoner,loaned,NA,Beverley,Isle Of Wight Steam Railway,War_and_conflict-Military,cm161mat-waggoner,Independent-Not_for_profit,third,England,place1432,PO33 4DS,small,loan,False,third,museum,NA,2003,Independent,,few,,,organisation,Ryde,,,,['cm161mat-waggoner'],Unaccredited,mm.domus.YH163,museummm.domus.YH163,organisation,Unaccredited,museum,cm161,building - condition of building - deterioration; financial - costs - building costs,Beverley,isle-wight-steam,,,event775,War_and_conflict,Museum Of Army Transport,England,Yorkshire and The Humber (English Region),museum,['Hunslet Austerity 0-6-0ST'],,Independent-Not_for_profit,WD192 ‘Waggoner’,HU17 0NG,,,small,,England,loaned,organisation,War_and_conflict,museum,,Independent-Not_for_profit,museum,third,Independent,False,True,England,Yorkshire and The Humber (English Region),museum,2005,Independent,Museum Of Army Transport
1,roof collapsed; museum went into administration due to repair costs,cm161mat-waggoner,transferred,NA,Ryde,Isle Of Wight Steam Railway,War_and_conflict-Military,cm161mat-waggoner,Independent-Not_for_profit,third,England,place1432,PO33 4DS,large,loan,False,third,museum,NA,2003,Independent,,few,,,organisation,Ryde,,,,['cm161mat-waggoner'],Unaccredited,mm.domus.YH163,isle-wight-steam,organisation,Unaccredited,museum,cm161,building - condition of building - deterioration; financial - costs - building costs,Beverley,isle-wight-steam,,event775,event776,Transport,Isle Of Wight Steam Railway,England,South East (English Region),museum,['Hunslet Austerity 0-6-0ST'],,Independent-Not_for_profit,WD192 ‘Waggoner’,PO33 4DS,,,small,,England,free-transfer,organisation,War_and_conflict,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,Yorkshire and The Humber (English Region),museum,2008,Independent,Museum Of Army Transport
0,roof collapsed; museum went into administration due to repair costs,cm161mat-gazelle,loans-returned,NA,Beverley,National Railway Museum,War_and_conflict-Military,cm161mat-gazelle,Independent-Not_for_profit,third,England,place2848,YO26 4XJ,small,loan,False,third,museum,NA,2003,Independent,,few,,,organisation,York,,,,['cm161mat-gazelle'],Unaccredited,mm.domus.YH163,museummm.domus.YH163,organisation,Unaccredited,museum,cm161,building - condition of building - deterioration; financial - costs - building costs,Beverley,nrm,,,event777,War_and_conflict,Museum Of Army Transport,England,Yorkshire and The Humber (English Region),museum,['steam locomotive'],,Independent-Not_for_profit,1 Gazelle 0-4-2WT,HU17 0NG,,,small,,England,returned,organisation,War_and_conflict,museum,,National,museum,public,National,False,True,England,Yorkshire and The Humber (English Region),museum,2003,Independent,Museum Of Army Transport
1,roof collapsed; museum went into administration due to repair costs,cm161mat-gazelle,loaned,Kent,York,Colonel Stephens Railway Museum,War_and_conflict-Military,cm161mat-gazelle,National,third,England,place1751,TN30 6HE,large,loan,False,public,museum,NA,2003,National,,few,,,organisation,Tenterden,,,,['cm161mat-gazelle'],Accredited,mm.domus.YH163,nrm,organisation,Unaccredited,museum,cm161,building - condition of building - deterioration; financial - costs - building costs,Beverley,colonel-stephens-railway-museum,,event777,event778,Transport,National Railway Museum,England,Yorkshire and The Humber (English Region),museum,['steam locomotive'],,Independent-Not_for_profit,1 Gazelle 0-4-2WT,YO26 4XJ,,,small,,England,loaned,organisation,War_and_conflict,museum,,Independent-Not_for_profit,museum,third,Independent,False,True,England,Yorkshire and The Humber (English Region),museum,200X,Independent,Museum Of Army Transport
0,unknown,cm162pvlm-tools,sent-to-auction,,Romsey,unknown actor 780,Rural_Industry-Rural_life,cm162pvlm-tools,Private,private,,place1,,large,collection,False,private,museum,Hampshire,2012,Private,,some,400000.0,,organisation,,125000.0,,,['cm162pvlm-tools'],Unaccredited,mm.New.202,museummm.New.202,organisation,Unaccredited,museum,cm162,unknown - other - other,Romsey,unknown_actor_780,,,event780,Rural_Industry,Paultons Village Life Museum,England,South East (English Region),museum,['physical tool'],,Private,,SO5 0AL,,,large,5000.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,2012,Private,Paultons Village Life Museum
0,unknown,cm162pvlm-vehicles,sent-to-auction,,Romsey,unknown actor 781,Rural_Industry-Rural_life,cm162pvlm-vehicles,Private,private,,place1,,large,collection,False,private,museum,Hampshire,2012,Private,,few,100000.0,,organisation,,25000.0,,,['cm162pvlm-vehicles'],Unaccredited,mm.New.202,museummm.New.202,organisation,Unaccredited,museum,cm162,unknown - other - other,Romsey,unknown_actor_781,,,event781,Rural_Industry,Paultons Village Life Museum,England,South East (English Region),museum,['wheeled vehicle'],,Private,,SO5 0AL,,,large,500.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,2012,Private,Paultons Village Life Museum
0,unknown,cm162pvlm-devices,sent-to-auction,,Romsey,unknown actor 782,Rural_Industry-Rural_life,cm162pvlm-devices,Private,private,,place1,,large,collection,False,private,museum,Hampshire,2012,Private,,some,400000.0,,organisation,,125000.0,,,['cm162pvlm-devices'],Unaccredited,mm.New.202,museummm.New.202,organisation,Unaccredited,museum,cm162,unknown - other - other,Romsey,unknown_actor_782,,,event782,Rural_Industry,Paultons Village Life Museum,England,South East (English Region),museum,['mechanical device'],,Private,,SO5 0AL,,,large,5000.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,2012,Private,Paultons Village Life Museum
0,unknown,cm162pvlm-harness,sent-to-auction,,Romsey,unknown actor 783,Rural_Industry-Rural_life,cm162pvlm-harness,Private,private,,place1,,large,collection,False,private,museum,Hampshire,2012,Private,,some,400000.0,,organisation,,125000.0,,,['cm162pvlm-harness'],Unaccredited,mm.New.202,museummm.New.202,organisation,Unaccredited,museum,cm162,unknown - other - other,Romsey,unknown_actor_783,,,event783,Rural_Industry,Paultons Village Life Museum,England,South East (English Region),museum,['horse harness'],,Private,,SO5 0AL,,,large,5000.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,2012,Private,Paultons Village Life Museum
0,unknown,cm162pvlm-kit,sent-to-auction,,Romsey,unknown actor 784,Rural_Industry-Rural_life,cm162pvlm-kit,Private,private,,place1,,large,collection,False,private,museum,Hampshire,2012,Private,,some,400000.0,,organisation,,125000.0,,,['cm162pvlm-kit'],Unaccredited,mm.New.202,museummm.New.202,organisation,Unaccredited,museum,cm162,unknown - other - other,Romsey,unknown_actor_784,,,event784,Rural_Industry,Paultons Village Life Museum,England,South East (English Region),museum,['equipment'],,Private,dairy equipment etc,SO5 0AL,,,large,5000.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,2012,Private,Paultons Village Life Museum
0,unknown,cm162pvlm-misc,sent-to-auction,,Romsey,unknown actor 785,Rural_Industry-Rural_life,cm162pvlm-misc,Private,private,,place1,,large,collection,False,private,museum,Hampshire,2012,Private,,some,400000.0,,organisation,,125000.0,,,['cm162pvlm-misc'],Unaccredited,mm.New.202,museummm.New.202,organisation,Unaccredited,museum,cm162,unknown - other - other,Romsey,unknown_actor_785,,,event785,Rural_Industry,Paultons Village Life Museum,England,South East (English Region),museum,['miscellaneous'],,Private,,SO5 0AL,,,large,5000.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,2012,Private,Paultons Village Life Museum
0,unknown,cm163tvms-pendle-lady,sold,,Clitheroe,unknown actor 787,Transport-Other,cm163tvms-pendle-lady,Private,private,,place1,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,,,,,['cm163tvms-pendle-lady'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,unknown_actor_787,,,event787,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Pendle Lady,BB7 4JJ,,,unknown,,England,sold,,Transport,,,,actor,unknown,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-pendle-queen,transferred,Lancashire,Clitheroe,Person29,Transport-Other,cm163tvms-pendle-queen,Private,private,,place216,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,Gisburn,,,,['cm163tvms-pendle-queen'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,p29,,,event788,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Pendle Queen,BB7 4JJ,,,unknown,,England,free-transfer,individual,Transport,individual,,,individual,private,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-pendle-prince,transferred,Cumbria,Clitheroe,Person30,Transport-Other,cm163tvms-pendle-prince,Private,private,,place217,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,Ulverston,,,,['cm163tvms-pendle-prince'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,p30,,,event789,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Pendle Prince,BB7 4JJ,,,unknown,,England,free-transfer,individual,Transport,individual,,,individual,private,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-pendle-king,sold,,Clitheroe,unknown actor 790,Transport-Other,cm163tvms-pendle-king,Private,private,,place1,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,,,,,['cm163tvms-pendle-king'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,unknown_actor_790,,,event790,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Pendle King,BB7 4JJ,,,unknown,,England,sold,,Transport,,,,actor,unknown,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-pendle-maid,sold,West Yorkshire,Clitheroe,Person31,Transport-Other,cm163tvms-pendle-maid,Private,private,,place218,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,,,,,['cm163tvms-pendle-maid'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,p31,,,event791,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Pendle Maid,BB7 4JJ,,,unknown,,England,sold,individual,Transport,individual,,,individual,private,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-pendle-knight,sold,,Clitheroe,unknown actor 792,Transport-Other,cm163tvms-pendle-knight,Private,private,,place1,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,,,,,['cm163tvms-pendle-knight'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,unknown_actor_792,,,event792,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam tractor'],,Private,Pendle Knight,BB7 4JJ,,,unknown,,England,sold,,Transport,,,,actor,unknown,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-majesty,sold,,Clitheroe,Preston Steam Services,Transport-Other,cm163tvms-majesty,Private,private,,place119,CT3 1DH,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,CANTERBURY,,,,['cm163tvms-majesty'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,preston-steam-services,,,event793,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Her Majesty,BB7 4JJ,,,unknown,,England,sold,organisation,Transport,other organisation,,,charity,third,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-lad,sold,Somerset,Clitheroe,M. G. Wines Transport,Transport-Other,cm163tvms-lad,Private,private,,place670,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,Somerton,,,,['cm163tvms-lad'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,mgwines-transport,,,event794,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Yorkshire Lad,BB7 4JJ,,,unknown,,England,sold,organisation,Transport,,,,organisation,private,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-princess,sold,,Clitheroe,Bandai Museum,Transport-Other,cm163tvms-princess,Private,private,Japan,place454,321-0202,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,Tochigi,,,,['cm163tvms-princess'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,bandai-museum,,,event795,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Pendle Princess,BB7 4JJ,,,unknown,,England,sold,organisation,Transport,museum,,,museum,private,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-pendle-witch,sold,,Clitheroe,Person32,Transport-Other,cm163tvms-pendle-witch,Private,private,,place219,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,Southport,,,,['cm163tvms-pendle-witch'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,p32,,,event796,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Pendle Witch,BB7 4JJ,,,unknown,,England,sold,individual,Transport,individual,,,individual,private,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-howard,sold,West Yorkshire,Clitheroe,Person33,Transport-Other,cm163tvms-howard,Private,private,,place220,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,Todmorden,,,,['cm163tvms-howard'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,p33,,,event797,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['traction engine'],,Private,Howard 1872 engine,BB7 4JJ,,,unknown,,England,sold,individual,Transport,individual,,,individual,private,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-tritton,sold,,Clitheroe,unknown actor 798,Transport-Other,cm163tvms-tritton,Private,private,,place1,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,,,,,['cm163tvms-tritton'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,unknown_actor_798,,,event798,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,William Tritton,BB7 4JJ,,,unknown,,England,sold,,Transport,,,,actor,unknown,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-sentinel,sold,,Clitheroe,unknown actor 799,Transport-Other,cm163tvms-sentinel,Private,private,,place1,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,,,,,['cm163tvms-sentinel'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,unknown_actor_799,,,event799,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Sentinel RS5540,BB7 4JJ,,,unknown,,England,sold,,Transport,,,,actor,unknown,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,unknown,cm163tvms-aveling,sold,West Yorkshire,Clitheroe,Person33,Transport-Other,cm163tvms-aveling,Private,private,,place220,,unknown,collection,False,private,museum,Lancashire,2003,Private,,few,,,organisation,Todmorden,,,,['cm163tvms-aveling'],Unaccredited,mm.aim82NM.122,museummm.aim82NM.122,organisation,Unaccredited,museum,cm163,unknown - other - other,Clitheroe,p33,,,event800,Transport,Tom Varley Museum Of Steam,England,North West (English Region),museum,['steam wagon'],,Private,Aveling & Porter D3777,BB7 4JJ,,,unknown,,England,sold,individual,Transport,individual,,,individual,private,,True,True,England,North West (English Region),museum,,Private,Tom Varley Museum Of Steam
0,amalgamation,cm164welch-regiment-all,loaned,NA,Cardiff,Firing Line - Cardiff Castle Museum Of The Welsh Soldier,War_and_conflict-Regiment,cm164welch-regiment-all,Independent-Not_for_profit,third,Wales,place1176,CF10 3RB,medium,loan,False,third,museum,NA,2010,Independent,,all,50000.0,,organisation,Cardiff,30000.0,,,['cm164welch-regiment-all'],Unaccredited,mm.domus.WA067,museummm.domus.WA067,organisation,Unaccredited,museum,cm164,strategic closure - amalgamation - other,Cardiff,firing-line,,,event802,War_and_conflict,Welch Regiment Museum (41st/69th Foot) of the Royal Regiment of Wales,Wales,Wales,museum,['militaria'],,Independent-Not_for_profit,,CF1 2RB,,,medium,10000.0,Wales,loaned,organisation,War_and_conflict,museum,,Independent-Not_for_profit,museum,third,Independent,False,True,Wales,Wales,museum,2010,Independent,Welch Regiment Museum (41st/69th Foot) of the Royal Regiment of Wales
0,illness; falling visitor numbers,cm165yelverton-most,sold,,Yelverton,unknown actor 804,Other,cm165yelverton-most,Private,private,,place1,,small,collection,False,private,museum,Devon,2015,Private,,most,10000.0,2010?,organisation,,4000.0,,,['cm165yelverton-most'],Unaccredited,mm.wiki.092,museummm.wiki.092,organisation,Unaccredited,museum,cm165,life events - illness - other; low visitor numbers - other - other,Yelverton,unknown_actor_804,,,event804,Other,Yelverton Paperweight Centre,England,South West (English Region),museum,['paperweight'],,Private,,PL20 6AD,,2015?,small,600.0,England,sold,,Other,,,,actor,unknown,,True,True,England,South West (English Region),museum,,Private,Yelverton Paperweight Centre
0,illness; falling visitor numbers,cm165yelverton-kept,kept,,Yelverton,,Other,cm165yelverton-kept,Private,private,,,,small,collection,False,private,museum,Devon,2015,Private,,few,1000.0,,organisation,,250.0,,,['cm165yelverton-kept'],Unaccredited,mm.wiki.092,museummm.wiki.092,organisation,Unaccredited,museum,cm165,life events - illness - other; low visitor numbers - other - other,Yelverton,,,,event805,Other,Yelverton Paperweight Centre,England,South West (English Region),museum,['paperweight'],,Private,personal items,PL20 6AD,,,small,10.0,England,kept,,Other,,,,,,,False,False,,South West (English Region),museum,,Private,Yelverton Paperweight Centre
0,reverted to private use,cm166yafford-farming,sold,,Shorwell,unknown actor 807,Rural_Industry-Farming,cm166yafford-farming,Private,private,,place1,,small,collection,False,private,museum,NA,2000,Private,,some,4000.0,,organisation,,1250.0,,,['cm166yafford-farming'],Unaccredited,mm.aim82M.051,museummm.aim82M.051,organisation,Unaccredited,museum,cm166,other - reverted to private use - other,Shorwell,unknown_actor_807,,,event807,Rural_Industry,Yafford Mill And Farm Museum,England,South East (English Region),museum,"['agricultural vehicle', 'agricultural tool']",,Private,,PO30 3LH,,,small,100.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,2000,Private,Yafford Mill And Farm Museum
0,reverted to private use,cm166yafford-playground,sold,,Shorwell,unknown actor 808,Rural_Industry-Farming,cm166yafford-playground,Private,private,,place1,,small,collection,False,private,museum,NA,2000,Private,,few,1000.0,,organisation,,250.0,,,['cm166yafford-playground'],Unaccredited,mm.aim82M.051,museummm.aim82M.051,organisation,Unaccredited,museum,cm166,other - reverted to private use - other,Shorwell,unknown_actor_808,,,event808,Rural_Industry,Yafford Mill And Farm Museum,England,South East (English Region),museum,['outdoor playset'],,Private,adventure playground,PO30 3LH,,,small,10.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,2000,Private,Yafford Mill And Farm Museum
0,reverted to private use,cm166yafford-misc,sold,,Shorwell,unknown actor 809,Rural_Industry-Farming,cm166yafford-misc,Private,private,,place1,,small,collection,False,private,museum,NA,2000,Private,,some,4000.0,,organisation,,1250.0,,,['cm166yafford-misc'],Unaccredited,mm.aim82M.051,museummm.aim82M.051,organisation,Unaccredited,museum,cm166,other - reverted to private use - other,Shorwell,unknown_actor_809,,,event809,Rural_Industry,Yafford Mill And Farm Museum,England,South East (English Region),museum,['miscellaneous'],,Private,,PO30 3LH,,,small,100.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South East (English Region),museum,2000,Private,Yafford Mill And Farm Museum
0,reverted to private use,cm166yafford-locos,direct sale,County Armagh,Shorwell,Sunshine Peat Company,Rural_Industry-Farming,cm166yafford-locos,Private,private,Northern Ireland,place773,,small,collection,False,private,museum,NA,2000,Private,,few,1000.0,,organisation,,250.0,,,['cm166yafford-locos'],Unaccredited,mm.aim82M.051,museummm.aim82M.051,organisation,Unaccredited,museum,cm166,other - reverted to private use - other,Shorwell,sunshine-peat,,,event810,Rural_Industry,Yafford Mill And Farm Museum,England,South East (English Region),museum,['narrow gauge locomotive'],,Private,,PO30 3LH,,,small,10.0,England,sold,organisation,Rural_Industry,trader,,,trader,private,,True,True,England,South East (English Region),museum,2000,Private,Yafford Mill And Farm Museum
0,reverted to private use,cm166yafford-track,direct sale,,Shorwell,Unknown Devon railway,Rural_Industry-Farming,cm166yafford-track,Private,private,,place1,,small,collection,False,private,museum,NA,2000,Private,,some,4000.0,,organisation,,1250.0,,,['cm166yafford-track'],Unaccredited,mm.aim82M.051,museummm.aim82M.051,organisation,Unaccredited,museum,cm166,other - reverted to private use - other,Shorwell,new-devon-railway,,,event811,Rural_Industry,Yafford Mill And Farm Museum,England,South East (English Region),museum,['track'],,Private,,PO30 3LH,,,small,100.0,England,sold,organisation,Rural_Industry,society,,,heritage railway,unknown,,True,True,England,South East (English Region),museum,2000,Private,Yafford Mill And Farm Museum
0,unknown,cm167harbour-derry-stayed,left-in-situ,,Derry,,Sea_and_seafaring-Boats_and_ships,cm167harbour-derry-stayed,Local_Authority,public,,,,small,collection,False,public,museum,NA,2011,Local_Authority,,some,4000.0,,organisation,,1250.0,,,['cm167harbour-derry-stayed'],Unaccredited,mm.domus.NI004,museummm.domus.NI004,organisation,Unaccredited,museum,cm167,unknown - other - other,Derry,,,,event813,Sea_and_seafaring,Harbour Museum,Northern Ireland,Northern Ireland,museum,['miscellaneous'],,Local_Authority,,BT48 6AF,,,small,100.0,Northern Ireland,left,,Sea_and_seafaring,,,,,,,False,False,,Northern Ireland,museum,2011/..,Local_Authority,Harbour Museum
0,unknown,cm167harbour-derry-tower,displayed,,Derry,,Sea_and_seafaring-Boats_and_ships,cm167harbour-derry-tower,Local_Authority,public,,,,small,collection,False,public,museum,NA,2011,Local_Authority,,some,4000.0,,organisation,,1250.0,,,['cm167harbour-derry-tower'],Unaccredited,mm.domus.NI004,museummm.domus.NI004,organisation,Unaccredited,museum,cm167,unknown - other - other,Derry,,,,event814,Sea_and_seafaring,Harbour Museum,Northern Ireland,Northern Ireland,museum,['miscellaneous'],,Local_Authority,,BT48 6AF,,,small,100.0,Northern Ireland,used,,Sea_and_seafaring,,,,,,,False,False,,Northern Ireland,museum,2011/..,Local_Authority,Harbour Museum
0,unknown,cm167harbour-derry-stored,stored,,Derry,,Sea_and_seafaring-Boats_and_ships,cm167harbour-derry-stored,Local_Authority,public,,,,small,collection,False,public,museum,NA,2011,Local_Authority,,some,4000.0,,organisation,,1250.0,,,['cm167harbour-derry-stored'],Unaccredited,mm.domus.NI004,museummm.domus.NI004,organisation,Unaccredited,museum,cm167,unknown - other - other,Derry,,,,event815,Sea_and_seafaring,Harbour Museum,Northern Ireland,Northern Ireland,museum,['miscellaneous'],,Local_Authority,,BT48 6AF,,,small,100.0,Northern Ireland,stored,,Sea_and_seafaring,,,,,,,False,False,,Northern Ireland,museum,2011,Local_Authority,Harbour Museum
0,too much work for owners; unwanted by owner's descendants,cm168lanreath-folk-all,sent-to-auction,,Looe,unknown actor 817,Rural_Industry-Rural_life,cm168lanreath-folk-all,Private,private,,place1,,small,collection,False,private,museum,NA,2006,Private,,all,10000.0,,organisation,,5000.0,,,['cm168lanreath-folk-all'],Unaccredited,mm.aim82NM.066,museummm.aim82NM.066,organisation,Unaccredited,museum,cm168,life events - too much work - other; life events - death - death of owner,Looe,unknown_actor_817,,,event817,Rural_Industry,Lanreath Folk And Farm Museum,England,South West (English Region),museum,['miscellaneous'],,Private,,PL13 2NX,,,small,1000.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South West (English Region),museum,2006/,Private,Lanreath Folk And Farm Museum
0,unknown,cm169weavers-cottage-part1,moved,NA,Airdrie,Summerlee Museum of Scottish Industrial Life,Buildings-Houses-Small_houses,cm169weavers-cottage-part1,Local_Authority,public,Scotland,place3457,ML5 1QD,small,collection,False,public,museum,NA,2006,Local_Authority,,some,4000.0,,organisation,Coatbridge,1250.0,,,['cm169weavers-cottage-part1'],Unaccredited,mm.domus.SC202,museummm.domus.SC202,organisation,Unaccredited,museum,cm169,unknown - other - other,Airdrie,summerlee-museum,,,event819,Buildings,Weavers Cottage Museum,Scotland,Scotland,museum,['miscellaneous'],,Local_Authority,,ML6 0BN,,,small,100.0,Scotland,moved,organisation,Buildings,museum,,Local_Authority,museum,public,Local_Authority,False,True,Scotland,Scotland,museum,2006?,Local_Authority,Weavers Cottage Museum
1,unknown,cm169weavers-cottage-part1,displayed,,Coatbridge,,Buildings-Houses-Small_houses,cm169weavers-cottage-part1,Local_Authority,public,,,,large,collection,False,public,museum,NA,2006,Local_Authority,,some,4000.0,,organisation,,1250.0,,,['cm169weavers-cottage-part1'],Accredited,mm.domus.SC202,summerlee-museum,organisation,Unaccredited,museum,cm169,unknown - other - other,Airdrie,,,event819,event820,Industry_and_manufacture,Summerlee Museum of Scottish Industrial Life,Scotland,Scotland,museum,['miscellaneous'],,Local_Authority,,ML5 1QD,,,small,100.0,Scotland,used,,Buildings,,,,,,,False,False,,Scotland,museum,2006?,Local_Authority,Weavers Cottage Museum
